road_component_id,source_init_node,source_term_node,edge_count,edge_indices,length_miles,lanes,lane_miles,max_flood_depth_mm,minimum_capacity_retention_ratio,contains_closed_edge,repair_cost_usd,baseline_component_flow_veh_per_period,same_flow_vehicle_min_saving,capacity_loss_proxy_vehicle_min,closed_link_proxy_vehicle_min,impact_score,impact_per_dollar,severity_index,boundary_end_count,interior_severe_segment,warmstart_singleton_score,checkpoint_status,checkpoint_stage,checkpoint_generation
6865->10589,6865,10589,1,"(12109,)",0.35,1,0.35,203.2,0.463,False,7708.4,943.756168661384,1618.4284444714042,591.263239666357,0.0,1665.7295036447128,0.2160927694002274,0.6121276440562651,0,True,0.04321855388004548,completed,completed,30
6918->12840,6918,12840,1,"(12260,)",0.35,1,0.35,127.0,0.564,False,7708.4,2198.5297556425357,603.3606613259849,805.1895377065223,0.0,667.7758243425067,0.08662962798278588,0.5082008357930662,0,True,0.017325925596557178,completed,completed,30
7451->4433,7451,4433,1,"(13370,)",0.35,1,0.35,228.6,0.463,False,7708.4,341.266872903457,1222.2214637623724,160.35277190551182,0.0,1235.0496855148133,0.16022127620710047,0.6091554543044695,0,True,0.03204425524142009,completed,completed,30
6763->4051,6763,4051,1,"(12021,)",0.36,1,0.36,127.0,0.564,False,7928.639999999999,2951.829102904694,949.1984964670738,1158.297739979802,0.0,1041.862315665458,0.13140492135668388,0.5245431688183348,0,True,0.02628098427133678,completed,completed,30
10352->4051,10352,4051,1,"(19141,)",0.37,1,0.37,127.0,0.564,False,8148.88,3410.9549230908874,1885.6718191302532,1179.1183889850472,0.0,1980.001290249057,0.24297833447652403,0.5450833726303139,0,True,0.04859566689530481,completed,completed,30
10587->6675,10587,6675,1,"(20180,)",0.37,1,0.37,228.6,0.463,False,8148.88,596.5517746425671,2281.637639685193,284.46929304895593,0.0,2304.3951831291092,0.2827867367207652,0.6336545197111738,0,True,0.05655734734415305,completed,completed,30
12127->12112,12127,12112,1,"(25198,)",0.37,1,0.37,127.0,0.564,False,8148.88,2853.618371739308,660.4434027506851,1255.488315624505,0.0,760.8824680006455,0.09337264360263564,0.5148955928282642,0,True,0.01867452872052713,completed,completed,30
12641->2894,12641,2894,1,"(26851,)",0.37,1,0.37,127.0,0.564,False,8148.88,2221.1475648076917,1324.704303654926,565.7613555075424,0.0,1369.9652120955293,0.16811699424896787,0.5295287891896336,0,True,0.033623398849793575,completed,completed,30
2032->7470,2032,7470,1,"(2196,)",0.37,1,0.37,127.0,0.564,False,8148.88,2833.0298044496285,1266.0386750335124,979.3379315438874,0.0,1344.3857095570233,0.16497797360582353,0.5316238930076493,0,True,0.03299559472116471,completed,completed,30
2894->12641,2894,12641,1,"(4504,)",0.37,1,0.37,127.0,0.564,False,8148.88,2184.35698838419,1297.529498052349,556.3902147886382,0.0,1342.04071523544,0.16469020469505502,0.5287385312053441,0,True,0.032938040939011,completed,completed,30
5499->10557,5499,10557,1,"(9764,)",0.37,1,0.37,127.0,0.564,False,8148.88,3815.329843091421,2652.7171047378965,1273.425538525879,0.0,2754.591147819967,0.33803309753241756,0.556059078351756,0,True,0.06760661950648351,completed,completed,30
6675->10587,6675,10587,1,"(11786,)",0.37,1,0.37,228.6,0.463,False,8148.88,660.1175562207832,2525.3611391685727,314.78101738921777,0.0,2550.5436205597102,0.31299315004757833,0.6377550868027796,0,True,0.06259863000951567,completed,completed,30
6708->8327,6708,8327,1,"(11877,)",0.37,1,0.37,127.0,0.564,False,8148.88,3737.624030176964,2399.981676239197,1292.0432326031741,0.0,2503.345134847451,0.3072011288480688,0.5530090380592126,0,True,0.06144022576961377,completed,completed,30
8351->8352,8351,8352,1,"(15313,)",0.37,1,0.37,177.8,0.509,False,8148.88,1467.630003938739,1933.7614919912537,571.3378774618943,0.0,1979.4685221882053,0.24291295517766923,0.5890017125990988,0,True,0.04858259103553385,completed,completed,30
8352->8351,8352,8351,1,"(15316,)",0.37,1,0.37,177.8,0.509,False,8148.88,1571.6409312152164,2080.7150455635997,611.8285885154321,0.0,2129.661332644834,0.2613440537404937,0.591908297831587,0,True,0.05226881074809874,completed,completed,30
8791->6071,8791,6071,1,"(16049,)",0.37,1,0.37,127.0,0.564,False,8148.88,2406.8048999093417,734.563587651509,931.8378394881001,0.0,809.1106148105571,0.09929102095141382,0.5148538735031589,0,True,0.019858204190282766,completed,completed,30
8958->10849,8958,10849,1,"(16466,)",0.37,1,0.37,76.2,0.637,False,8148.88,4610.671846097536,1191.020903141142,1326.9842906772003,0.0,1297.179646395318,0.15918502253012906,0.4764598875647761,0,True,0.031837004506025814,completed,completed,30
9010->10342,9010,10342,1,"(16635,)",0.37,1,0.37,177.8,0.509,False,8148.88,1247.941210374382,1362.4411187330916,618.3094900601291,0.0,1411.905877937902,0.1732637955078369,0.5772542831818998,0,True,0.034652759101567385,completed,completed,30
10344->8993,10344,8993,1,"(19107,)",0.38,1,0.38,152.4,0.509,False,8369.12,3093.699974280398,2888.0648842980213,1385.334098882968,0.0,2998.891612208659,0.358328188890667,0.5924679205608598,0,True,0.0716656377781334,completed,completed,30
10358->1898,10358,1898,1,"(19166,)",0.19,2,0.38,127.0,0.564,False,8369.12,3917.090832924964,749.6056803339196,695.3395812846516,0.0,805.2328468366918,0.09621475696807928,0.5200203936555541,0,True,0.019242951393615856,completed,completed,30
10612->7451,10612,7451,1,"(20305,)",0.38,1,0.38,228.6,0.463,False,8369.12,437.68920097101386,1840.6646561673829,148.8580972502418,0.0,1852.573303947402,0.22135819583748373,0.623837685395566,0,True,0.04427163916749675,completed,completed,30
10637->2090,10637,2090,1,"(20413,)",0.19,2,0.38,127.0,0.564,False,8369.12,4099.912077736874,1003.0315408836949,636.8188434744801,0.0,1053.9770483616533,0.125936424422359,0.5284654445802811,0,True,0.025187284884471802,completed,completed,30
12218->12319,12218,12319,1,"(25461,)",0.38,1,0.38,127.0,0.564,False,8369.12,1808.5328819547433,976.0316726003332,513.6646763695919,0.0,1017.1248467099006,0.12153306998942547,0.5184946814996682,0,True,0.024306613997885095,completed,completed,30
2090->10637,2090,10637,1,"(2329,)",0.19,2,0.38,127.0,0.564,False,8369.12,3860.632617223081,933.210058390372,599.6527612701752,0.0,981.182279291986,0.1172384049089971,0.5256967644804328,0,True,0.02344768098179942,completed,completed,30
4449->4454,4449,4454,1,"(6833,)",0.38,1,0.38,107.95,0.564,False,8369.12,1812.2153815765134,133.01841512949065,720.5948266070322,0.0,190.66600125805323,0.022782084766146644,0.45645827407264844,0,True,0.004556416953229329,completed,completed,30
6556->6563,6556,6563,1,"(11610,)",0.19,2,0.38,177.8,0.509,False,8369.12,1894.5199461394566,1265.7626248596835,378.72806951860696,0.0,1296.060870421172,0.1548622639442584,0.5792742966655691,0,True,0.03097245278885168,completed,completed,30
6563->6556,6563,6556,1,"(11617,)",0.19,2,0.38,177.8,0.509,False,8369.12,1674.5005248511206,1117.600114999239,334.74461563577364,0.0,1144.3796842501008,0.13673835292720152,0.5742533188719914,0,True,0.027347670585440305,completed,completed,30
6759->6761,6759,6761,1,"(12011,)",0.38,1,0.38,127.0,0.564,False,8369.12,3351.6495526367767,2203.088281085501,1041.1899335266148,0.0,2286.38347576763,0.27319281785511856,0.5491426339669518,0,True,0.054638563571023716,completed,completed,30
6761->6759,6761,6759,1,"(12017,)",0.38,1,0.38,127.0,0.564,False,8369.12,3770.1406048791996,2920.8360208713843,1171.1941789057234,0.0,3014.531555183842,0.360196956810733,0.5585935712029637,0,True,0.0720393913621466,completed,completed,30
7451->10612,7451,10612,1,"(13373,)",0.38,1,0.38,228.6,0.463,False,8369.12,692.3935107790184,2913.7905081206613,235.4830330159441,0.0,2932.6291507619367,0.3504106944053779,0.6423991591006292,0,True,0.07008213888107559,completed,completed,30
8399->6186,8399,6186,1,"(15405,)",0.38,1,0.38,127.0,0.564,False,8369.12,4201.895289960182,3522.251764214214,1491.7928820870063,0.0,3641.5951947811745,0.43512283188449613,0.5653592226435035,0,True,0.08702456637689923,completed,completed,30
8511->10809,8511,10809,1,"(15591,)",0.38,1,0.38,88.9,0.637,False,8369.12,4683.890633788481,2414.6513072628522,1020.1513800391311,0.0,2496.2634176659826,0.2982707163556004,0.504435230740576,0,True,0.05965414327112008,completed,completed,30
8648->8649,8648,8649,1,"(15802,)",0.19,2,0.38,127.0,0.564,False,8369.12,3160.847148802856,584.3421466506051,561.0955238717756,0.0,629.2297885603471,0.0751847014453547,0.5104029015893607,0,True,0.015036940289070941,completed,completed,30
10284->12358,10284,12358,1,"(18854,)",0.39,1,0.39,88.9,0.637,False,8589.36,4377.921287519416,2268.9938068636548,885.4033095344627,0.0,2339.8260716264117,0.27240982699833416,0.5017868007453441,0,True,0.054481965399666835,completed,completed,30
12358->12359,12358,12359,1,"(25926,)",0.39,1,0.39,88.9,0.637,False,8589.36,3085.0677066371804,700.365926521328,748.7194889633583,0.0,760.2634856383967,0.08851223905371257,0.4647715289746126,0,True,0.017702447810742514,completed,completed,30
2426->6386,2426,6386,1,"(3224,)",0.39,1,0.39,152.4,0.509,False,8589.36,2148.3845118045087,1846.148753163092,851.1603106871285,0.0,1914.2415780180622,0.22286195688829694,0.5752307944230156,0,True,0.04457239137765939,completed,completed,30
6051->8791,6051,8791,1,"(10721,)",0.39,1,0.39,127.0,0.564,False,8589.36,3596.0057850563535,1906.5263318642922,1467.515576858358,0.0,2023.9275780129608,0.23563194207868346,0.5463074291462797,0,True,0.04712638841573669,completed,completed,30
6386->2426,6386,2426,1,"(11285,)",0.39,1,0.39,152.4,0.509,False,8589.36,4193.694724030203,7547.707399744134,1661.4840055956076,0.0,7680.626120191782,0.894202375985147,0.6235745292170377,0,True,0.1788404751970294,completed,completed,30
7021->7020,7021,7020,1,"(12410,)",0.39,1,0.39,127.0,0.564,False,8589.36,2997.7426929609856,1805.9043467536596,955.7553140832864,0.0,1882.3647718803225,0.2191507599961257,0.5421820677400925,0,True,0.043830151999225145,completed,completed,30
8381->9635,8381,9635,1,"(15383,)",0.39,1,0.39,177.8,0.509,False,8589.36,1165.886794046493,1604.4224080098327,478.40499041134916,0.0,1642.6948072427406,0.1912476374540991,0.5809852499553276,0,True,0.03824952749081982,completed,completed,30
9635->8381,9635,8381,1,"(17601,)",0.39,1,0.39,177.8,0.509,False,8589.36,986.5984136514639,1353.659171391422,404.8365647788261,0.0,1386.0460965737282,0.16136779650331667,0.5741486559150795,0,True,0.032273559300663335,completed,completed,30
10165->10612,10165,10612,1,"(18699,)",0.4,1,0.4,203.2,0.463,False,8809.6,1570.1941448510186,3683.951936565776,843.1942557849968,0.0,3751.407477028576,0.42583176046909915,0.641659647101376,0,True,0.08516635209381984,completed,completed,30
10350->6750,10350,6750,1,"(19130,)",0.4,1,0.4,127.0,0.564,False,8809.6,3510.7713492693697,2657.82918756562,1113.2336787501422,0.0,2746.8878818656312,0.3118061979960079,0.5550695855288241,0,True,0.06236123959920158,completed,completed,30
10568->8788,10568,8788,1,"(20087,)",0.4,1,0.4,127.0,0.564,False,8809.6,5120.31659600362,7044.906936446565,2143.1597144232755,0.0,7216.359713600427,0.8191472613513017,0.5877246254935365,0,True,0.16382945227026036,completed,completed,30
10580->4408,10580,4408,1,"(20145,)",0.4,1,0.4,127.0,0.564,False,8809.6,3453.557003323201,1740.0377728765031,1445.5208193109593,0.0,1855.67943842138,0.2106428712338108,0.5433030102977437,0,True,0.04212857424676217,completed,completed,30
10607->2847,10607,2847,1,"(20278,)",0.4,1,0.4,228.6,0.463,False,8809.6,605.0182087085913,2679.187237043992,216.59651871767562,0.0,2696.514958541406,0.30608823993613854,0.6384506379112725,0,True,0.06121764798722771,completed,completed,30
12593->1954,12593,1954,1,"(26684,)",0.2,2,0.4,127.0,0.564,False,8809.6,5701.101870676991,1932.6132191465178,828.5601385383894,0.0,1998.898030229589,0.22689997618842955,0.5509629834531578,0,True,0.04537999523768591,completed,completed,30
12840->12758,12840,12758,1,"(27543,)",0.4,1,0.4,127.0,0.564,False,8809.6,2369.582181570691,1018.9733708506616,885.5467124269896,0.0,1089.8171078448208,0.12370789909244696,0.5234774644413972,0,True,0.024741579818489394,completed,completed,30
12879->2584,12879,2584,1,"(27673,)",0.2,2,0.4,88.9,0.637,False,8809.6,3329.0568905826,441.39802500077167,362.53429538444516,0.0,470.4007686315273,0.053396382200273255,0.4514354683722693,0,True,0.010679276440054652,completed,completed,30
1909->1910,1909,1910,1,"(1788,)",0.4,1,0.4,127.0,0.564,False,8809.6,1256.5094021028312,764.9552930387355,346.00301009484286,0.0,792.6355338463229,0.08997406622846928,0.5071644734719262,0,True,0.017994813245693856,completed,completed,30
1910->1909,1910,1909,1,"(1792,)",0.4,1,0.4,127.0,0.564,False,8809.6,2463.8233234604904,1639.330028214981,678.4591383339625,0.0,1693.606759281698,0.19224559109172926,0.5369229113600218,0,True,0.03844911821834585,completed,completed,30
1954->12593,1954,12593,1,"(1955,)",0.2,2,0.4,127.0,0.564,False,8809.6,6589.280639076656,2513.811796302145,957.6421195458075,0.0,2590.4231658658096,0.29404549194808044,0.5601997110085691,0,True,0.058809098389616093,completed,completed,30
2847->10607,2847,10607,1,"(4352,)",0.4,1,0.4,228.6,0.463,False,8809.6,1232.3828034190649,5499.24316842485,441.1930436240251,0.0,5534.538611914772,0.6282394900920328,0.6674451157020518,0,True,0.12564789801840656,completed,completed,30
4408->10580,4408,10580,1,"(6699,)",0.4,1,0.4,127.0,0.564,False,8809.6,3623.955247801975,2001.1018372084884,1516.8427085199949,0.0,2122.449253890088,0.24092458839108336,0.5477959906226436,0,True,0.04818491767821667,completed,completed,30
5161->5159,5161,5159,1,"(8993,)",0.2,2,0.4,177.8,0.509,False,8809.6,1204.36853224832,909.6402055326082,221.75435600022192,0.0,927.3805540126259,0.10526931461276628,0.5644544421768293,0,True,0.02105386292255326,completed,completed,30
5795->8769,5795,8769,1,"(10242,)",0.4,1,0.4,127.0,0.564,False,8809.6,2383.7450376501324,781.6802725980502,997.7403229588396,0.0,861.4994984347574,0.09779098919755237,0.5166010876929693,0,True,0.019558197839510474,completed,completed,30
6263->8652,6263,8652,1,"(10998,)",0.4,1,0.4,177.8,0.509,False,8809.6,1741.954513996962,2518.414349701789,733.1139997478643,0.0,2577.0634696816182,0.2925289990103544,0.5986630408980091,0,True,0.05850579980207088,completed,completed,30
6750->10350,6750,10350,1,"(11986,)",0.4,1,0.4,127.0,0.564,False,8809.6,3525.964332496033,2684.5695359762135,1118.0512356132876,0.0,2774.0136348252763,0.3148853108909912,0.5554069893855129,0,True,0.06297706217819825,completed,completed,30
6761->6917,6761,6917,1,"(12018,)",0.4,1,0.4,127.0,0.564,False,8809.6,3086.8201481082892,1622.728536916422,1153.588786778755,0.0,1715.0156398587224,0.19467576732867806,0.5397508191735962,0,True,0.03893515346573562,completed,completed,30
6917->6761,6917,6761,1,"(12252,)",0.4,1,0.4,127.0,0.564,False,8809.6,3624.0385439255747,2383.1347398356397,1354.3549758441864,0.0,2491.483137903175,0.2828145588793106,0.5525323345361781,0,True,0.056562911775862125,completed,completed,30
7461->2056,7461,2056,1,"(13396,)",0.4,1,0.4,127.0,0.564,False,8809.6,3560.0678561319537,2272.9032532168894,1330.4482159487418,0.0,2379.3391104927887,0.2700848064035585,0.5509775343901877,0,True,0.0540169612807117,completed,completed,30
7564->7562,7564,7562,1,"(13715,)",0.2,2,0.4,152.4,0.509,False,8809.6,4521.332773503978,1637.6854499997028,1109.9871958952267,0.0,1726.4844256713209,0.19597761824274892,0.5802910447786309,0,True,0.039195523648549786,completed,completed,30
7586->7587,7586,7587,1,"(13792,)",0.4,1,0.4,127.0,0.564,False,8809.6,3987.6730643023893,3139.6150031148977,1490.2503908878643,0.0,3258.835034385927,0.36991861541794485,0.561507478214032,0,True,0.07398372308358897,completed,completed,30
7587->7586,7587,7586,1,"(13797,)",0.4,1,0.4,127.0,0.564,False,8809.6,4281.4494619742645,3945.6956579928665,1600.0388275035252,0.0,4073.6987641931487,0.4624158604469157,0.568876978253342,0,True,0.09248317208938314,completed,completed,30
8278->12038,8278,12038,1,"(15222,)",0.4,1,0.4,63.5,0.637,False,8809.6,3872.3824058099026,627.880855193498,911.789068092321,0.0,700.8239806408836,0.07955230437714353,0.44791272417366557,0,True,0.015910460875428706,completed,completed,30
8652->6263,8652,6263,1,"(15809,)",0.4,1,0.4,177.8,0.509,False,8809.6,1724.1933870635796,2489.7633341836727,725.6391026127578,0.0,2547.8144623926933,0.28920887014083424,0.5982141239022213,0,True,0.05784177402816685,completed,completed,30
8769->5795,8769,5795,1,"(15970,)",0.4,1,0.4,127.0,0.564,False,8809.6,2828.2167512610645,1070.8245022677188,1183.778403407831,0.0,1165.5267745403453,0.13230189503954154,0.5273891020712196,0,True,0.02646037900790831,completed,completed,30
10445->5164,10445,5164,1,"(19558,)",0.41,1,0.41,88.9,0.637,False,9029.84,5387.973547200023,3567.2437128331517,1503.5476931808366,0.0,3687.5275282876187,0.4083713031778657,0.5174897693912276,0,True,0.08167426063557315,completed,completed,30
4438->4439,4438,4439,1,"(6793,)",0.41,1,0.41,127.0,0.564,False,9029.84,2468.5573055193936,849.3457884837832,1059.0703294431523,0.0,934.0714148392353,0.10344274260000569,0.5193699310460573,0,True,0.02068854852000114,completed,completed,30
10623->10889,10623,10889,1,"(20351,)",0.42,1,0.42,152.4,0.509,False,9250.08,3836.0435843700607,5633.913068251509,1898.5653791251054,0.0,5785.798298581517,0.6254862983435296,0.6142309196656282,0,True,0.12509725966870594,completed,completed,30
10877->10876,10877,10876,1,"(21507,)",0.42,1,0.42,177.8,0.509,False,9250.08,1249.0125679368255,1719.6749579509656,618.1712922238372,0.0,1769.1286613288726,0.19125549847448592,0.5839258170527046,0,True,0.038251099694897185,completed,completed,30
10889->10623,10889,10623,1,"(21562,)",0.42,1,0.42,152.4,0.509,False,9250.08,3128.701767340225,3274.3175152216413,1548.482108306163,0.0,3398.196083886134,0.36736937236068595,0.596284024060832,0,True,0.0734738744721372,completed,completed,30
12569->8319,12569,8319,1,"(26596,)",0.21,2,0.42,127.0,0.564,False,9250.08,2717.7849305294963,548.8055718451786,533.2294033698872,0.0,591.4639241147696,0.0639414928427397,0.5069304863103614,0,True,0.012788298568547941,completed,completed,30
12588->7527,12588,7527,1,"(26667,)",0.42,1,0.42,152.4,0.509,False,9250.08,1755.7429038770827,1602.8646753635542,724.1386032750639,0.0,1660.7957636255592,0.17954393514710784,0.5688361069921454,0,True,0.03590878702942157,completed,completed,30
7527->12588,7527,12588,1,"(13601,)",0.42,1,0.42,152.4,0.509,False,9250.08,1959.3468202066072,1824.857292782803,808.113002526013,0.0,1889.506332984884,0.20426918826484572,0.5738428935959126,0,True,0.04085383765296915,completed,completed,30
7560->7590,7560,7590,1,"(13701,)",0.42,1,0.42,127.0,0.564,False,9250.08,3943.3344218522775,2574.1903679579355,1805.2584983239728,0.0,2718.6110478238534,0.2939013552124796,0.5560302983895166,0,True,0.058780271042495925,completed,completed,30
7590->7560,7590,7560,1,"(13807,)",0.42,1,0.42,127.0,0.564,False,9250.08,4244.000598867666,3357.3254205408302,1942.9034741616179,0.0,3512.75769847376,0.37975430466263643,0.5644035563578644,0,True,0.07595086093252729,completed,completed,30
8768->10560,8768,10560,1,"(15968,)",0.42,1,0.42,127.0,0.564,False,9250.08,3817.450590146325,2469.1510041364036,1677.7237249622283,0.0,2603.3689021333817,0.2814428526167754,0.5543969088432223,0,True,0.05628857052335508,completed,completed,30
8772->5798,8772,5798,1,"(15981,)",0.42,1,0.42,127.0,0.564,False,9250.08,1866.807798024634,781.5747240360251,732.5353799448665,0.0,840.1775544316145,0.09082922033448515,0.5131974420339596,0,True,0.01816584406689703,completed,completed,30
10342->6238,10342,6238,1,"(19097,)",0.43,1,0.43,152.4,0.509,False,9470.32,1701.41218635433,1478.7217984960355,769.7553319392637,0.0,1540.3022250511765,0.16264521421147085,0.5662688348783386,0,True,0.03252904284229417,completed,completed,30
10573->5896,10573,5896,1,"(20109,)",0.43,1,0.43,127.0,0.564,False,9470.32,4798.000867165359,6532.153376042276,1861.0949018817134,0.0,6681.040968192813,0.7054715118594528,0.5847381106392017,0,True,0.14109430237189055,completed,completed,30
10580->8819,10580,8819,1,"(20147,)",0.43,1,0.43,127.0,0.564,False,9470.32,3052.716778593086,1704.2540642208662,1226.4071606799255,0.0,1802.3666370752603,0.1903173955130619,0.5410972297300226,0,True,0.03806347910261238,completed,completed,30
10582->6261,10582,6261,1,"(20154,)",0.43,1,0.43,177.8,0.509,False,9470.32,2680.4718942424993,4735.76907555535,1212.7029236387548,0.0,4832.785309446451,0.5103085544571304,0.6219387646876597,0,True,0.10206171089142609,completed,completed,30
10621->7965,10621,7965,1,"(20341,)",0.43,1,0.43,127.0,0.564,False,9470.32,3017.9700221645385,1664.4978652994096,1212.4478994758738,0.0,1761.4936972574794,0.1860014970198979,0.5402948592542558,0,True,0.037200299403979585,completed,completed,30
12452->10850,12452,10850,1,"(26203,)",0.43,1,0.43,88.9,0.637,False,9470.32,5259.970832760072,2702.836915816874,1759.3475298975425,0.0,2843.5847182086773,0.3002627913532676,0.5095485513992404,0,True,0.060052558270653526,completed,completed,30
5896->10573,5896,10573,1,"(10454,)",0.43,1,0.43,127.0,0.564,False,9470.32,3570.101097274163,2577.5766378089183,1384.8052835523313,0.0,2688.361060493105,0.2838722514649035,0.5546159170042063,0,True,0.056774450292980706,completed,completed,30
6261->10582,6261,10582,1,"(10992,)",0.43,1,0.43,177.8,0.509,False,9470.32,2327.5858903847566,3852.4664201030564,1053.0497336505723,0.0,3936.7103987951023,0.4156892690843712,0.6143403434662841,0,True,0.08313785381687425,completed,completed,30
7965->10621,7965,10621,1,"(14909,)",0.43,1,0.43,127.0,0.564,False,9470.32,3484.905632724006,2312.305519349778,1400.0359457637787,0.0,2424.3083950108803,0.2559901244108837,0.5512981292389282,0,True,0.05119802488217674,completed,completed,30
8736->5926,8736,5926,1,"(15882,)",0.43,1,0.43,127.0,0.564,False,9470.32,2927.3167700504946,822.792621666107,1496.763676497455,0.0,942.5337157859035,0.09952501243737313,0.5214938886720321,0,True,0.019905002487474628,completed,completed,30
8788->5922,8788,5922,1,"(16037,)",0.43,1,0.43,127.0,0.564,False,9470.32,3828.3533975495425,1996.003255139744,1957.4718953797862,0.0,2152.601006770127,0.22729971181228584,0.5488107761530233,0,True,0.04545994236245717,completed,completed,30
8819->10580,8819,10580,1,"(16121,)",0.43,1,0.43,127.0,0.564,False,9470.32,3417.687930709069,2202.1402654387152,1373.0317141057208,0.0,2311.9828025671727,0.2441293221947276,0.5496842453883366,0,True,0.04882586443894552,completed,completed,30
8990->8992,8990,8992,1,"(16562,)",0.43,1,0.43,152.4,0.509,False,9470.32,852.5267172975451,622.6013618675399,431.9855179752737,0.0,657.1602033055618,0.06939155206007419,0.5335906376884487,0,True,0.013878310412014839,completed,completed,30
9005->10344,9005,10344,1,"(16618,)",0.43,1,0.43,177.8,0.509,False,9470.32,2122.889167341783,3182.057794868597,1075.6934157620894,0.0,3268.113268129564,0.34509005694945516,0.6078372480192074,0,True,0.06901801138989104,completed,completed,30
10557->4439,10557,4439,1,"(20033,)",0.22,2,0.44,127.0,0.564,False,9690.56,2326.8011530873687,488.9678125969648,478.2573570088723,0.0,527.2284011576746,0.05440639149416284,0.501845783494536,0,True,0.01088127829883257,completed,completed,30
10840->12402,10840,12402,1,"(21336,)",0.44,1,0.44,88.9,0.637,False,9690.56,3528.6699609885522,810.0905935095619,1056.7484365670468,0.0,894.6304684349257,0.09231979043883178,0.471040205901806,0,True,0.018463958087766356,completed,completed,30
10905->2894,10905,2894,1,"(21629,)",0.22,2,0.44,127.0,0.564,False,9690.56,5662.979594515305,2213.004453277882,857.6731621672232,0.0,2281.61830625126,0.23544751864198354,0.554798037681188,0,True,0.04708950372839671,completed,completed,30
2128->9210,2128,9210,1,"(2395,)",0.44,1,0.44,127.0,0.564,False,9690.56,2401.337568832784,870.2667192829634,1105.6142380917154,0.0,958.7158583303006,0.09893296758188388,0.519837954539228,0,True,0.01978659351637678,completed,completed,30
2894->10905,2894,10905,1,"(4503,)",0.22,2,0.44,127.0,0.564,False,9690.56,4941.660119569219,1810.275012251633,748.427429477494,0.0,1870.1492066098324,0.19298670114109323,0.5474378650208711,0,True,0.038597340228218646,completed,completed,30
5128->5154,5128,5154,1,"(8944,)",0.22,2,0.44,127.0,0.564,False,9690.56,1650.1362577026746,517.6470886794476,263.80178306473425,0.0,538.7512313246264,0.05559546933558292,0.4987390045234127,0,True,0.011119093867116583,completed,completed,30
5163->5152,5163,5152,1,"(8999,)",0.44,1,0.44,127.0,0.564,False,9690.56,3719.48833357732,2939.5653485461035,1476.3033970623583,0.0,3057.6696203110923,0.31553074541730225,0.5588659617020798,0,True,0.06310614908346045,completed,completed,30
6186->8398,6186,8398,1,"(10872,)",0.44,1,0.44,127.0,0.564,False,9690.56,2960.8817219934926,1300.2485886279333,1363.2373189133561,0.0,1409.3075741410019,0.14543097345674574,0.5334978897353478,0,True,0.02908619469134915,completed,completed,30
6256->4458,6256,4458,1,"(10975,)",0.44,1,0.44,127.0,0.564,False,9690.56,2715.0430815563004,1084.7027287908988,1250.0492754378258,0.0,1184.706670825925,0.12225368511478439,0.5274260330859943,0,True,0.02445073702295688,completed,completed,30
8398->6186,8398,6186,1,"(15401,)",0.44,1,0.44,127.0,0.564,False,9690.56,3409.4098565472486,1846.7639598576657,1569.7468485120582,0.0,1972.3437077386304,0.2035324798297137,0.5449639613518761,0,True,0.040706495965942745,completed,completed,30
10578->6282,10578,6282,1,"(20136,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,3109.0738232510735,1025.1724513166453,1663.6371385141654,0.0,1158.2634223977784,0.11686881204320321,0.5282363830520167,0,True,0.02337376240864064,completed,completed,30
12325->8886,12325,8886,1,"(25807,)",0.45,1,0.45,88.9,0.637,False,9910.800000000001,2676.3759516348296,682.5635392622266,728.6433528325824,0.0,740.8550074888333,0.07475229118626481,0.46245938267770176,0,True,0.014950458237252962,completed,completed,30
12332->12331,12332,12331,1,"(25836,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,3600.151131401682,3078.2174441614598,1324.4055974643938,0.0,3184.169891958611,0.32128283205781677,0.5597083242511409,0,True,0.06425656641156335,completed,completed,30
12336->5015,12336,5015,1,"(25850,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,3748.7100093779,2497.4360271178625,1765.192569215866,0.0,2638.651432655132,0.2662400041021039,0.5545965795620021,0,True,0.053248000820420784,completed,completed,30
2698->11080,2698,11080,1,"(3920,)",0.45,1,0.45,63.5,0.637,False,9910.800000000001,5262.66420328031,2806.3213796344835,1842.120423441083,0.0,2953.69101350977,0.29802750671083766,0.49374327194810075,0,True,0.059605501342167536,completed,completed,30
3979->12332,3979,12332,1,"(5883,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,3895.829876605991,3776.4594946269394,1433.1784158564292,0.0,3891.1137678954537,0.3926134891124282,0.5664931839085003,0,True,0.07852269782248565,completed,completed,30
4428->6285,4428,6285,1,"(6761,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,4216.881115221177,4751.32732050442,1551.2851402619908,0.0,4875.430131725379,0.4919310380317814,0.57402021345853,0,True,0.09838620760635629,completed,completed,30
5015->12336,5015,12336,1,"(8602,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,3876.5579004913907,2780.397393546306,1825.393584183386,0.0,2926.428880280977,0.2952767566978424,0.5580205656678888,0,True,0.05905535133956849,completed,completed,30
6282->10578,6282,10578,1,"(11039,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,3873.251415321191,2183.9947458230863,2072.541620961867,0.0,2349.798075500036,0.2370946922044674,0.5515274272040476,0,True,0.04741893844089348,completed,completed,30
