rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
73,focus_e7be6f1179,BIHMH gen 18 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,942,233963.548714135,10059.86871413499,223903.68,6518574.862019503,6500220.168016994,70.59131593653731,18284.102686571427,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8221372740215533,0.0,0,0
74,focus_e7be6f1179,BIHMH gen 12 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,943,233963.548714135,10059.86871413499,223903.68,6518588.381213632,6500233.732876495,70.72249660673481,18283.925840530443,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8222086916614494,0.0,0,0
75,focus_e7be6f1179,BIHMH gen 19 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1050,233963.548714135,10059.86871413499,223903.68,6518601.986032612,6500248.2936907,67.2856369683902,18286.406704944053,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8202946969159343,0.0,0,0
76,focus_e7be6f1179,BIHMH gen 13 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1026,233963.548714135,10059.86871413499,223903.68,6518621.737507871,6500267.066899525,69.73820479943244,18284.93240354637,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8216697268311057,0.0,0,0
77,focus_e7be6f1179,BIHMH gen 10 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,940,233963.548714135,10059.86871413499,223903.68,6518810.727545197,6500456.029339799,70.59160380564107,18284.1066015934,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8221374308938258,0.0,0,0
78,focus_8579b13168,BIHMH gen 29 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1066,233155.99789598747,10232.557895987477,222923.44,6519038.04890744,6499289.449496627,190.45520828656376,19558.144202526528,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607067758876109,0.0,0,0
79,focus_e7be6f1179,BIHMH gen 18 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1050,233963.548714135,10059.86871413499,223903.68,6519056.6777835665,6500702.048985826,70.13142053715016,18284.49737720334,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8218858970758052,0.0,0,0
80,focus_e7be6f1179,BIHMH gen 18 focus / swap_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1053,233963.548714135,10059.86871413499,223903.68,6519184.272850871,6500829.299944567,69.41108279562174,18285.561823509088,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214890722166133,0.0,0,0
81,focus_8579b13168,BIHMH gen 24 focus / add_fix,14999356.72,643.2799999993294,3,C4;C5;C7,1065,233155.99789598747,10232.557895987477,222923.44,6519295.108684784,6499546.617512412,190.71956832536128,19557.771604046604,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607642906965656,0.0,0,0
82,focus_e7be6f1179,BIHMH gen 17 focus / swap_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1052,233963.548714135,10059.86871413499,223903.68,6519372.769991816,6501017.833654517,69.2294827511522,18285.70685454726,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8213883979787914,0.0,0,0
83,focus_8579b13168,BIHMH gen 28 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1066,233155.99789598747,10232.557895987477,222923.44,6519617.648909058,6499869.155338605,190.71217253010366,19557.781397924206,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607627735733954,0.0,0,0
84,focus_8579b13168,BIHMH gen 28 focus / swap_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1066,233155.99789598747,10232.557895987477,222923.44,6519640.587544482,6499892.174803529,190.59861916455037,19557.814121787942,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607372653268363,0.0,0,0
85,focus_8579b13168,BIHMH gen 21 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1066,233155.99789598747,10232.557895987477,222923.44,6519915.066257473,6500166.43418292,191.10191510307493,19557.530159449994,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8608491581735106,0.0,0,0
86,focus_e7be6f1179,BIHMH gen 12 focus / remove_fix,14999925.040000001,74.95999999903142,4,C1;C4;C5;C7,1019,233963.548714135,10059.86871413499,223903.68,6519962.905052309,6501578.207866241,70.19510317113445,18314.502082896433,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8219208506116681,0.0,0,0
87,focus_8579b13168,BIHMH gen 21 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1066,233155.99789598747,10232.557895987477,222923.44,6520075.640512988,6500327.086483946,190.7842334516108,19557.769795590153,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607788541828875,0.0,0,0
88,focus_e7be6f1179,BIHMH gen 16 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,995,233963.548714135,10059.86871413499,223903.68,6520081.323957626,6501726.318303092,69.97733862934001,18285.028315903775,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8218013990400014,0.0,0,0
89,focus_e7be6f1179,BIHMH gen 17 focus / swap_fix,14999704.8,295.19999999925494,4,C1;C4;C5;C7,1043,233963.548714135,10059.86871413499,223903.68,6520234.085671367,6501849.791921746,70.04621573675274,18314.247533885267,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8218392332960257,0.0,0,0
90,focus_e7be6f1179,BIHMH gen 13 focus / add_fix,14999925.040000001,74.95999999903142,4,C1;C4;C5;C7,1018,233963.548714135,10059.86871413499,223903.68,6520256.136130881,6501871.690481642,69.39435037795515,18315.05129886012,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214798379657542,0.0,0,0
91,focus_e7be6f1179,BIHMH gen 19 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1053,233963.548714135,10059.86871413499,223903.68,6520352.575779063,6501997.646248406,69.43235734454147,18285.497173312513,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215008408209908,0.0,0,0
92,focus_8579b13168,BIHMH gen 23 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1066,233155.99789598747,10232.557895987477,222923.44,6520759.175068457,6501010.590571677,190.83032121750645,19557.754175561564,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607891749407572,0.0,0,0
93,focus_8579b13168,BIHMH gen 27 focus / crossover_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1035,233155.99789598747,10232.557895987477,222923.44,6520849.676811979,6501101.275767181,190.01622095495648,19558.384823842738,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8606088181005082,0.0,0,0
94,focus_e7be6f1179,BIHMH gen 19 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1049,233963.548714135,10059.86871413499,223903.68,6520870.635130721,6502516.931726004,67.29669400371053,18286.406710713072,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8203010010556996,0.0,0,0
95,focus_8579b13168,BIHMH gen 20 focus / swap_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1065,233155.99789598747,10232.557895987477,222923.44,6521033.787199705,6501285.290185759,190.6452253273809,19557.85178861844,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607480459624872,0.0,0,0
96,focus_8579b13168,BIHMH gen 24 focus / add_fix,14999356.72,643.2799999993294,3,C4;C5;C7,1064,233155.99789598747,10232.557895987477,222923.44,6521297.033230984,6501548.450145986,190.45429893408453,19558.128786064186,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607065023155553,0.0,0,0
97,focus_8579b13168,BIHMH gen 29 focus / crossover_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1022,233155.99789598747,10232.557895987477,222923.44,6521564.868340395,6501816.581389095,189.83414078317887,19558.45281051717,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605679236223155,0.0,0,0
98,focus_e7be6f1179,BIHMH gen 13 focus / crossover_fix,14999704.8,295.19999999925494,4,C1;C4;C5;C7,931,233963.548714135,10059.86871413499,223903.68,6521933.224965991,6503547.464136628,69.43589601619492,18316.324933346757,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215029303733768,0.0,0,0
99,focus_8579b13168,BIHMH gen 24 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1065,233155.99789598747,10232.557895987477,222923.44,6522345.9799126405,6502597.439628423,190.78759101335893,19557.75269320434,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607795505967808,0.0,0,0
100,focus_8579b13168,BIHMH gen 26 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1005,233155.99789598747,10232.557895987477,222923.44,6523110.351180438,6503362.014640556,189.7898641691664,19558.54667571299,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605584361894635,0.0,0,0
101,focus_8579b13168,BIHMH gen 22 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523133.812276962,6503385.491299753,189.81330312964414,19558.507674079057,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605635134087797,0.0,0,0
102,focus_8579b13168,BIHMH gen 29 focus / mip_intensify,14999797.2,202.80000000074506,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523165.967787395,6503417.628483826,189.7950245758468,19558.544278993195,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605596043148166,0.0,0,0
103,focus_8579b13168,BIHMH gen 25 focus / mip_intensify,14999356.72,643.2799999993294,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523179.147488214,6503430.8205099255,189.80059254232611,19558.526385746347,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605607496141461,0.0,0,0
104,focus_e7be6f1179,BIHMH gen 16 focus / crossover_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,940,233963.548714135,10059.86871413499,223903.68,6523183.762422908,6504828.491369311,69.98633428596645,18285.284719311756,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8218063758932395,0.0,0,0
105,focus_8579b13168,BIHMH gen 24 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523204.219664418,6503455.887124964,189.80167300382357,19558.530866450437,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605610090171818,0.0,0,0
106,focus_8579b13168,BIHMH gen 26 focus / remove_fix,14999356.72,643.2799999993294,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523217.546991325,6503469.234471142,189.81228139990822,19558.50023878269,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605632360713733,0.0,0,0
107,focus_8579b13168,BIHMH gen 28 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,1007,233155.99789598747,10232.557895987477,222923.44,6523229.749388961,6503481.430527876,189.80836132014053,19558.510499765624,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605624099652965,0.0,0,0
108,focus_8579b13168,BIHMH gen 23 focus / mip_intensify,14999356.72,643.2799999993294,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523450.212661265,6503701.8619861435,189.81687705952837,19558.53379806214,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605644974066479,0.0,0,0
109,focus_8579b13168,BIHMH gen 22 focus / mip_intensify,14999356.72,643.2799999993294,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523490.512227577,6503742.1716567995,189.8133695528315,19558.52720122473,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605636619936314,0.0,0,0
110,focus_8579b13168,BIHMH gen 29 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523539.594364672,6503791.239884637,189.8062512413455,19558.548228793934,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605621315670511,0.0,0,0
111,focus_8579b13168,BIHMH gen 26 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523632.927186685,6503884.583614599,189.8179357258444,19558.525636359624,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605646877388533,0.0,0,0
112,focus_8579b13168,BIHMH gen 27 focus / mip_intensify,14999797.2,202.80000000074506,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6523680.581424249,6503932.246853765,189.8283594840845,19558.506211000225,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605669033078354,0.0,0,0
113,focus_8579b13168,BIHMH gen 23 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,996,233155.99789598747,10232.557895987477,222923.44,6523805.562265153,6504057.256819665,189.76419905156237,19558.541246435234,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605525744307997,0.0,0,0
114,focus_8579b13168,BIHMH gen 25 focus / remove_fix,14999356.72,643.2799999993294,3,C4;C5;C7,1007,233155.99789598747,10232.557895987477,222923.44,6523828.493041974,6504080.190050146,189.76859069889045,19558.534401129436,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605535571750818,0.0,0,0
115,focus_8579b13168,BIHMH gen 23 focus / crossover_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1098,233155.99789598747,10232.557895987477,222923.44,6523998.846557226,6504253.4474649895,186.29628490145248,19559.102807334388,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8597616126748766,0.0,0,0
116,focus_8579b13168,BIHMH gen 27 focus / mip_intensify,14999797.2,202.80000000074506,3,C4;C5;C7,1006,233155.99789598747,10232.557895987477,222923.44,6524215.830747145,6504467.463815297,189.8421792024341,19558.52475264617,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605701358668628,0.0,0,0
117,focus_8579b13168,BIHMH gen 28 focus / add_fix,14999356.72,643.2799999993294,3,C4;C5;C7,988,233155.99789598747,10232.557895987477,222923.44,6524510.256083984,6504761.976265481,189.77937130264127,19558.500447201037,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.86055580176809,0.0,0,0
118,focus_8579b13168,BIHMH gen 26 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,979,233155.99789598747,10232.557895987477,222923.44,6525478.607867354,6505730.199708728,189.99335399402818,19558.414804632273,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8606037588699031,0.0,0,0
119,focus_8579b13168,BIHMH gen 25 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1051,233155.99789598747,10232.557895987477,222923.44,6525555.957275487,6505810.25154472,185.1202672585395,19560.58546350814,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8594958727957832,0.0,0,0
120,focus_e7be6f1179,BIHMH gen 15 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,921,233963.548714135,10059.86871413499,223903.68,6525572.351690983,6507217.2472268,68.64293297575553,18286.461531208228,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8210615764906989,0.0,0,0
121,focus_8579b13168,BIHMH gen 21 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,991,233155.99789598747,10232.557895987477,222923.44,6525604.591897518,6505856.286314277,189.76210696784517,19558.543476273604,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605521381254737,0.0,0,0
122,focus_e7be6f1179,BIHMH gen 19 focus / crossover_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,932,233963.548714135,10059.86871413499,223903.68,6525638.108303114,6507283.77346514,66.70011365527056,18287.634724319378,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8199596594257716,0.0,0,0
123,focus_8579b13168,BIHMH gen 21 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,994,233155.99789598747,10232.557895987477,222923.44,6525679.756111496,6505931.449280277,189.76940987945557,19558.537421339857,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605537338416929,0.0,0,0
124,focus_e7be6f1179,BIHMH gen 18 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,946,233963.548714135,10059.86871413499,223903.68,6525813.909374458,6507458.536730407,67.99410586534331,18287.37853818597,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8206970168346879,0.0,0,0
125,focus_e7be6f1179,BIHMH gen 15 focus / station_capacity_fix,14999643.2,356.80000000074506,5,C1;C2;C4;C5;C7,948,233963.548714135,10059.86871413499,223903.68,6525949.140094512,6507563.792294728,68.81867953807532,18316.52912024661,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8211598805889809,0.0,0,0
126,focus_8579b13168,BIHMH gen 27 focus / add_fix,14999356.72,643.2799999993294,3,C4;C5;C7,985,233155.99789598747,10232.557895987477,222923.44,6525992.079847816,6506243.76047658,189.8840216739216,19558.435349562267,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605791184285447,0.0,0,0
127,focus_8579b13168,BIHMH gen 21 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,955,233155.99789598747,10232.557895987477,222923.44,6526030.269944738,6506283.493224008,187.67831264041345,19559.09840808868,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600800303359627,0.0,0,0
128,focus_8579b13168,BIHMH gen 27 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,942,233155.99789598747,10232.557895987477,222923.44,6526163.708302637,6506416.62980048,188.00616944572172,19559.07233271088,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8601549338259755,0.0,0,0
129,focus_8579b13168,BIHMH gen 25 focus / swap_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1051,233155.99789598747,10232.557895987477,222923.44,6526170.108381881,6506424.2178390175,185.28793072092114,19560.60261214325,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8595350442265687,0.0,0,0
130,focus_8579b13168,BIHMH gen 26 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,942,233155.99789598747,10232.557895987477,222923.44,6526180.64603576,6506433.685152154,187.77045030006724,19559.190433305397,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.860101492164856,0.0,0,0
131,focus_e7be6f1179,BIHMH gen 17 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,930,233963.548714135,10059.86871413499,223903.68,6526182.270481727,6507826.812956063,67.93207084706614,18287.525454816936,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8206619983173697,0.0,0,0
132,focus_8579b13168,BIHMH gen 23 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,941,233155.99789598747,10232.557895987477,222923.44,6526195.614336264,6506448.809639112,187.59427129596654,19559.210425856647,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600612094694646,0.0,0,0
133,focus_8579b13168,BIHMH gen 27 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,950,233155.99789598747,10232.557895987477,222923.44,6526198.7374835685,6506451.970949785,187.5725486124133,19559.19398517165,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600561717630184,0.0,0,0
134,focus_e7be6f1179,BIHMH gen 16 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,924,233963.548714135,10059.86871413499,223903.68,6526254.37208369,6507899.323545534,68.65996186291751,18286.38857629371,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8210710963693597,0.0,0,0
135,focus_e7be6f1179,BIHMH gen 18 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,925,233963.548714135,10059.86871413499,223903.68,6526260.47895135,6507905.484076124,68.65774719852841,18286.3371280273,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8210698441369083,0.0,0,0
136,focus_e7be6f1179,BIHMH gen 17 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,930,233963.548714135,10059.86871413499,223903.68,6526270.469177863,6507914.973088886,67.818095782346,18287.67799319429,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8205975593568955,0.0,0,0
137,focus_8579b13168,BIHMH gen 21 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,942,233155.99789598747,10232.557895987477,222923.44,6526283.867001183,6506536.948351877,187.68640072086745,19559.232248586046,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600824426778212,0.0,0,0
138,focus_e7be6f1179,BIHMH gen 10 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,945,233963.548714135,10059.86871413499,223903.68,6526303.058211479,6507947.663327438,68.00117600932664,18287.39370803259,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8207010148874042,0.0,0,0
139,focus_8579b13168,BIHMH gen 21 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,944,233155.99789598747,10232.557895987477,222923.44,6526305.956952484,6506559.15306818,187.60934874874806,19559.19453555578,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600646084350996,0.0,0,0
140,focus_8579b13168,BIHMH gen 21 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,990,233155.99789598747,10232.557895987477,222923.44,6526461.505173878,6506713.20879374,189.7849856294178,19558.51139450796,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605571101179363,0.0,0,0
141,focus_e7be6f1179,BIHMH gen 12 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,927,233963.548714135,10059.86871413499,223903.68,6526526.810220479,6508171.402421074,67.83934716019995,18287.568452244268,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8206095592783221,0.0,0,0
142,focus_8579b13168,BIHMH gen 29 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1051,233155.99789598747,10232.557895987477,222923.44,6526543.983761253,6506802.450817675,180.82646520119786,19560.706478375694,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.858479511737353,0.0,0,0
143,focus_8579b13168,BIHMH gen 20 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,942,233155.99789598747,10232.557895987477,222923.44,6526571.095326345,6506824.419626206,187.34076800219273,19559.334932137554,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600035710410724,0.0,0,0
144,focus_8579b13168,BIHMH gen 29 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,943,233155.99789598747,10232.557895987477,222923.44,6526591.938908702,6506845.259643672,187.3340468387849,19559.345218190625,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600020680197211,0.0,0,0
145,focus_8579b13168,BIHMH gen 28 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,942,233155.99789598747,10232.557895987477,222923.44,6526600.091524267,6506853.164866716,187.6907389390558,19559.23591861243,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600834499503182,0.0,0,0
146,focus_8579b13168,BIHMH gen 29 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,938,233155.99789598747,10232.557895987477,222923.44,6526608.749423163,6506862.049350882,187.3964937778003,19559.30357850389,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.860016203783984,0.0,0,0
