init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,edge_type,station_group,source_init_node,source_term_node,init_depth_mm,term_depth_mm,edge_depth_mm,charging_related,flood_affected,retain_in_flood_network
4564,11119,450.0,0.64,1.28,0.15,4,29.0,0.0,1,road_original,,4564,11119,63.5,63.5,63.5,False,True,True
4564,11125,450.0,0.39,0.78,0.15,4,29.0,0.0,1,road_original,,4564,11125,63.5,63.5,63.5,False,True,True
4565,4309,620.0,0.11,0.22,0.15,4,30.0,0.0,1,road_original,,4565,4309,127.0,127.0,127.0,False,True,True
4565,4567,10000.0,0.08,0.076,0.15,4,52.0,0.0,2,road_original,,4565,4567,127.0,127.0,127.0,False,True,True
4566,2879,1800.0,0.31,0.465,0.15,4,39.0,0.0,1,road_original,,4566,2879,63.5,63.5,63.5,False,True,True
4566,4574,1260.0,1.66,2.213,0.15,4,45.0,0.0,1,road_original,,4566,4574,63.5,44.45,53.975,False,True,True
4566,7068,770.0,1.15,1.725,0.15,4,40.0,0.0,1,road_original,,4566,7068,63.5,88.9,76.2,False,True,True
4566,11148,1440.0,0.44,0.66,0.15,4,40.0,0.0,1,road_original,,4566,11148,63.5,63.5,63.5,False,True,True
4567,4310,620.0,0.12,0.24,0.15,4,30.0,0.0,1,road_original,,4567,4310,127.0,127.0,127.0,False,True,True
4567,4572,10000.0,0.1,0.095,0.15,4,52.0,0.0,2,road_original,,4567,4572,127.0,127.0,127.0,False,True,True
4568,4311,620.0,0.12,0.24,0.15,4,30.0,0.0,1,road_original,,4568,4311,127.0,127.0,127.0,False,True,True
4568,4563,10000.0,0.08,0.076,0.15,4,52.0,0.0,2,road_original,,4568,4563,127.0,127.0,127.0,False,True,True
4569,4313,620.0,0.12,0.24,0.15,4,30.0,0.0,1,road_original,,4569,4313,127.0,127.0,127.0,False,True,True
4569,4568,10000.0,0.1,0.095,0.15,4,52.0,0.0,2,road_original,,4569,4568,127.0,127.0,127.0,False,True,True
4570,4010,810.0,0.46,1.104,0.15,4,25.0,0.0,1,road_original,,4570,4010,63.5,63.5,63.5,False,True,True
4570,6753,360.0,0.32,0.768,0.15,4,25.0,0.0,1,road_original,,4570,6753,63.5,63.5,63.5,False,True,True
4570,11117,340.0,0.62,1.488,0.15,4,22.0,0.0,1,road_original,,4570,11117,63.5,63.5,63.5,False,True,True
4570,11123,770.0,0.38,0.912,0.15,4,22.0,0.0,1,road_original,,4570,11123,63.5,63.5,63.5,False,True,True
4571,4315,620.0,0.11,0.22,0.15,4,30.0,0.0,1,road_original,,4571,4315,127.0,127.0,127.0,False,True,True
4571,4569,10000.0,0.09,0.085,0.15,4,52.0,0.0,2,road_original,,4571,4569,127.0,127.0,127.0,False,True,True
4572,4312,620.0,0.12,0.24,0.15,4,30.0,0.0,1,road_original,,4572,4312,127.0,127.0,127.0,False,True,True
4572,4421,10000.0,0.09,0.085,0.15,4,52.0,0.0,2,road_original,,4572,4421,127.0,127.0,127.0,False,True,True
4573,4574,340.0,0.31,0.744,0.15,4,25.0,0.0,1,road_original,,4573,4574,44.45,44.45,44.45,False,True,True
4573,7075,810.0,0.45,1.08,0.15,4,25.0,0.0,1,road_original,,4573,7075,44.45,44.45,44.45,False,True,True
4573,11042,430.0,1.38,1.84,0.15,4,42.0,0.0,1,road_original,,4573,11042,44.45,63.5,53.975,False,True,True
4574,4566,720.0,1.66,2.213,0.15,4,45.0,0.0,1,road_original,,4574,4566,44.45,63.5,53.975,False,True,True
4574,4573,600.0,0.31,0.744,0.15,4,25.0,0.0,1,road_original,,4574,4573,44.45,44.45,44.45,False,True,True
4574,7291,860.0,0.5,1.0,0.15,4,30.0,0.0,1,road_original,,4574,7291,44.45,44.45,44.45,False,True,True
4575,4010,810.0,0.5,1.2,0.15,4,25.0,0.0,1,road_original,,4575,4010,63.5,63.5,63.5,False,True,True
4575,11200,1400.0,0.37,0.555,0.15,4,38.0,0.0,1,road_original,,4575,11200,63.5,63.5,63.5,False,True,True
4575,12561,2440.0,0.38,0.57,0.15,4,38.0,0.0,1,road_original,,4575,12561,63.5,63.5,63.5,False,True,True
4576,4589,1440.0,0.91,1.213,0.15,4,45.0,0.0,1,road_original,,4576,4589,19.05,19.05,19.05,False,True,True
4576,4610,770.0,0.36,0.864,0.15,4,25.0,0.0,1,road_original,,4576,4610,19.05,19.05,19.05,False,True,True
4576,10006,430.0,0.51,0.874,0.15,4,34.0,0.0,1,road_original,,4576,10006,19.05,19.05,19.05,False,True,True
4576,11233,2520.0,0.52,0.78,0.15,4,39.0,0.0,1,road_original,,4576,11233,19.05,19.05,19.05,False,True,True
4577,4578,630.0,0.1,0.2,0.15,4,29.0,0.0,1,road_original,,4577,4578,31.75,31.75,31.75,False,True,True
4577,11695,1050.0,1.03,1.373,0.15,4,43.0,0.0,1,road_original,,4577,11695,31.75,31.75,31.75,False,True,True
4577,12930,1200.0,2.9,3.48,0.15,4,49.0,0.0,1,road_original,,4577,12930,31.75,63.5,47.625,False,True,True
4578,2274,600.0,1.03,1.766,0.15,4,32.0,0.0,1,road_original,,4578,2274,31.75,31.75,31.75,False,True,True
4578,4577,360.0,0.1,0.2,0.15,4,29.0,0.0,1,road_original,,4578,4577,31.75,31.75,31.75,False,True,True
4578,11698,770.0,1.06,1.59,0.15,4,40.0,0.0,1,road_original,,4578,11698,31.75,63.5,47.625,False,True,True
4579,4587,2600.0,0.22,0.44,0.15,4,30.0,0.0,1,road_original,,4579,4587,127.0,127.0,127.0,False,True,True
4579,4607,2600.0,0.32,0.64,0.15,4,30.0,0.0,1,road_original,,4579,4607,127.0,127.0,127.0,False,True,True
4579,4630,10000.0,0.41,0.389,0.15,4,52.0,0.0,2,road_original,,4579,4630,127.0,127.0,127.0,False,True,True
4580,2857,2970.0,0.36,0.54,0.15,4,36.0,0.0,1,road_original,,4580,2857,44.45,44.45,44.45,False,True,True
4580,7421,3780.0,0.49,0.735,0.15,4,36.0,0.0,1,road_original,,4580,7421,44.45,44.45,44.45,False,True,True
4580,9838,630.0,1.32,2.64,0.15,4,28.0,0.0,1,road_original,,4580,9838,44.45,31.75,38.1,False,True,True
4580,11823,810.0,1.0,1.5,0.15,4,36.0,0.0,1,road_original,,4580,11823,44.45,44.45,44.45,False,True,True
4581,2696,450.0,0.83,1.107,0.15,4,45.0,0.0,1,road_original,,4581,2696,19.05,31.75,25.4,False,True,True
4581,3913,1440.0,1.7,2.914,0.15,4,35.0,0.0,1,road_original,,4581,3913,19.05,19.05,19.05,False,True,True
4581,3914,900.0,0.58,0.87,0.15,4,38.0,0.0,1,road_original,,4581,3914,19.05,19.05,19.05,False,True,True
4581,11692,810.0,0.62,0.93,0.15,4,39.0,0.0,1,road_original,,4581,11692,19.05,19.05,19.05,False,True,True
4582,3914,900.0,0.79,1.354,0.15,4,35.0,0.0,1,road_original,,4582,3914,19.05,19.05,19.05,False,True,True
4582,4583,810.0,1.27,2.177,0.15,4,35.0,0.0,1,road_original,,4582,4583,19.05,44.45,31.75,False,True,True
4582,6488,340.0,0.63,1.512,0.15,4,25.0,0.0,1,road_original,,4582,6488,19.05,44.45,31.75,False,True,True
4583,4582,1260.0,1.27,2.177,0.15,4,35.0,0.0,1,road_original,,4583,4582,44.45,19.05,31.75,False,True,True
4583,4584,450.0,0.55,0.825,0.15,4,38.0,0.0,1,road_original,,4583,4584,44.45,44.45,44.45,False,True,True
4583,6489,860.0,0.56,0.84,0.15,4,38.0,0.0,1,road_original,,4583,6489,44.45,44.45,44.45,False,True,True
4584,4583,810.0,0.55,0.825,0.15,4,38.0,0.0,1,road_original,,4584,4583,44.45,44.45,44.45,False,True,True
4584,6490,900.0,0.75,1.0,0.15,4,43.0,0.0,1,road_original,,4584,6490,44.45,44.45,44.45,False,True,True
4584,11693,1440.0,0.46,0.69,0.15,4,38.0,0.0,1,road_original,,4584,11693,44.45,44.45,44.45,False,True,True
4585,6491,860.0,0.42,0.84,0.15,4,30.0,0.0,1,road_original,,4585,6491,63.5,63.5,63.5,False,True,True
4585,10029,900.0,0.07,0.105,0.15,4,37.0,0.0,1,road_original,,4585,10029,63.5,63.5,63.5,False,True,True
4585,11693,450.0,1.73,2.307,0.15,4,44.0,0.0,1,road_original,,4585,11693,63.5,44.45,53.975,False,True,True
4586,6491,630.0,0.5,1.2,0.15,4,25.0,0.0,1,road_original,,4586,6491,63.5,63.5,63.5,False,True,True
4586,6755,340.0,0.51,1.224,0.15,4,25.0,0.0,1,road_original,,4586,6755,63.5,63.5,63.5,False,True,True
4586,6760,600.0,0.34,0.816,0.15,4,25.0,0.0,1,road_original,,4586,6760,63.5,63.5,63.5,False,True,True
4586,11206,369.0,1.0,2.0,0.15,4,27.0,0.0,1,road_original,,4586,11206,63.5,63.5,63.5,False,True,True
4587,4579,2600.0,0.22,0.44,0.15,4,30.0,0.0,1,road_original,,4587,4579,127.0,127.0,127.0,False,True,True
4587,4590,2600.0,0.28,0.56,0.15,4,30.0,0.0,1,road_original,,4587,4590,127.0,127.0,127.0,False,True,True
4587,7883,8000.0,0.36,0.342,0.15,4,52.0,0.0,2,road_original,,4587,7883,127.0,127.0,127.0,False,True,True
4588,5781,450.0,0.5,1.0,0.15,4,30.0,0.0,1,road_original,,4588,5781,63.5,63.5,63.5,False,True,True
4588,7051,2520.0,0.5,1.0,0.15,4,30.0,0.0,1,road_original,,4588,7051,63.5,63.5,63.5,False,True,True
4588,11206,1440.0,0.5,1.0,0.15,4,28.0,0.0,1,road_original,,4588,11206,63.5,63.5,63.5,False,True,True
4589,3912,1440.0,0.7,1.05,0.15,4,36.0,0.0,1,road_original,,4589,3912,19.05,19.05,19.05,False,True,True
4589,4576,1980.0,0.91,1.213,0.15,4,45.0,0.0,1,road_original,,4589,4576,19.05,19.05,19.05,False,True,True
4589,7423,1440.0,0.6,0.9,0.15,4,39.0,0.0,1,road_original,,4589,7423,19.05,19.05,19.05,False,True,True
4589,11204,2160.0,0.16,0.24,0.15,4,36.0,0.0,1,road_original,,4589,11204,19.05,19.05,19.05,False,True,True
4590,4323,10000.0,0.17,0.161,0.15,4,52.0,0.0,2,road_original,,4590,4323,127.0,127.0,127.0,False,True,True
4590,4587,2600.0,0.28,0.56,0.15,4,30.0,0.0,1,road_original,,4590,4587,127.0,127.0,127.0,False,True,True
4590,4607,2600.0,0.27,0.54,0.15,4,30.0,0.0,1,road_original,,4590,4607,127.0,127.0,127.0,False,True,True
4591,4592,1440.0,0.55,0.825,0.15,4,40.0,0.0,1,road_original,,4591,4592,44.45,63.5,53.975,False,True,True
4591,4595,960.0,0.62,0.93,0.15,4,37.0,0.0,1,road_original,,4591,4595,44.45,63.5,53.975,False,True,True
4591,6489,860.0,1.5,2.25,0.15,4,40.0,0.0,1,road_original,,4591,6489,44.45,44.45,44.45,False,True,True
4591,11205,1440.0,1.51,1.812,0.15,4,50.0,0.0,1,road_original,,4591,11205,44.45,31.75,38.1,False,True,True
4592,4591,1440.0,0.55,0.825,0.15,4,40.0,0.0,1,road_original,,4592,4591,63.5,44.45,53.975,False,True,True
4592,4596,2520.0,0.49,0.735,0.15,4,39.0,0.0,1,road_original,,4592,4596,63.5,63.5,63.5,False,True,True
4592,7013,1980.0,0.6,0.9,0.15,4,38.0,0.0,1,road_original,,4592,7013,63.5,88.9,76.2,False,True,True
4592,12633,1080.0,1.01,1.347,0.15,4,43.0,0.0,1,road_original,,4592,12633,63.5,44.45,53.975,False,True,True
4593,3845,430.0,0.25,0.429,0.15,4,35.0,0.0,1,road_original,,4593,3845,19.05,19.05,19.05,False,True,True
4593,9816,900.0,0.78,1.56,0.15,4,27.0,0.0,1,road_original,,4593,9816,19.05,19.05,19.05,False,True,True
4593,11204,430.0,0.39,0.669,0.15,4,35.0,0.0,1,road_original,,4593,11204,19.05,19.05,19.05,False,True,True
4594,3845,680.0,0.87,1.305,0.15,4,40.0,0.0,1,road_original,,4594,3845,31.75,19.05,25.4,False,True,True
4594,4595,940.0,1.5,2.0,0.15,4,42.0,0.0,1,road_original,,4594,4595,31.75,63.5,47.625,False,True,True
4594,9819,1260.0,0.82,1.23,0.15,4,40.0,0.0,1,road_original,,4594,9819,31.75,63.5,47.625,False,True,True
4594,11205,360.0,0.45,1.08,0.15,4,25.0,0.0,1,road_original,,4594,11205,31.75,31.75,31.75,False,True,True
4595,4591,700.0,0.62,0.93,0.15,4,37.0,0.0,1,road_original,,4595,4591,63.5,44.45,53.975,False,True,True
4595,4594,770.0,1.5,2.0,0.15,4,42.0,0.0,1,road_original,,4595,4594,63.5,31.75,47.625,False,True,True
4595,9819,360.0,1.71,4.104,0.15,4,25.0,0.0,1,road_original,,4595,9819,63.5,63.5,63.5,False,True,True
4595,11203,430.0,0.53,0.909,0.15,4,35.0,0.0,1,road_original,,4595,11203,63.5,63.5,63.5,False,True,True
4596,4592,1440.0,0.49,0.735,0.15,4,39.0,0.0,1,road_original,,4596,4592,63.5,63.5,63.5,False,True,True
4596,7054,770.0,0.73,1.752,0.15,4,25.0,0.0,1,road_original,,4596,7054,63.5,63.5,63.5,False,True,True
4596,11203,1980.0,0.26,0.39,0.15,4,39.0,0.0,1,road_original,,4596,11203,63.5,63.5,63.5,False,True,True
4597,3835,1440.0,0.4,0.6,0.15,4,36.0,0.0,1,road_original,,4597,3835,31.75,31.75,31.75,False,True,True
4597,3873,2520.0,0.5,1.0,0.15,4,28.0,0.0,1,road_original,,4597,3873,31.75,19.05,25.4,False,True,True
4597,9816,900.0,0.97,1.94,0.15,4,27.0,0.0,1,road_original,,4597,9816,31.75,19.05,25.4,False,True,True
4598,4599,340.0,0.72,1.728,0.15,4,22.0,0.0,1,road_original,,4598,4599,63.5,63.5,63.5,False,True,True
4598,11199,1400.0,0.26,0.39,0.15,4,37.0,0.0,1,road_original,,4598,11199,63.5,63.5,63.5,False,True,True
4598,11202,1400.0,0.93,1.395,0.15,4,38.0,0.0,1,road_original,,4598,11202,63.5,63.5,63.5,False,True,True
4599,3479,1800.0,0.12,0.18,0.15,4,37.0,0.0,1,road_original,,4599,3479,63.5,63.5,63.5,False,True,True
4599,4598,340.0,0.72,1.728,0.15,4,22.0,0.0,1,road_original,,4599,4598,63.5,63.5,63.5,False,True,True
4599,4600,567.0,0.14,0.336,0.15,4,22.0,0.0,1,road_original,,4599,4600,63.5,63.5,63.5,False,True,True
4599,7543,2520.0,0.37,0.555,0.15,4,37.0,0.0,1,road_original,,4599,7543,63.5,63.5,63.5,False,True,True
4600,4599,324.0,0.14,0.336,0.15,4,22.0,0.0,1,road_original,,4600,4599,63.5,63.5,63.5,False,True,True
4600,12557,360.0,0.22,0.528,0.15,4,24.0,0.0,1,road_original,,4600,12557,63.5,63.5,63.5,False,True,True
4600,12598,900.0,0.35,0.7,0.15,4,29.0,0.0,1,road_original,,4600,12598,63.5,63.5,63.5,False,True,True
4601,1574,100000.0,0.52,0.0,0.15,4,25.0,0.0,3,road_original,,4601,1574,31.75,44.45,38.1,False,True,True
4601,4618,510.0,1.59,2.12,0.15,4,44.0,0.0,1,road_original,,4601,4618,31.75,19.05,25.4,False,True,True
4601,7415,340.0,1.25,3.0,0.15,4,24.0,0.0,1,road_original,,4601,7415,31.75,31.75,31.75,False,True,True
4601,11694,1440.0,1.0,1.333,0.15,4,45.0,0.0,1,road_original,,4601,11694,31.75,31.75,31.75,False,True,True
4601,11696,1980.0,1.0,1.333,0.15,4,45.0,0.0,1,road_original,,4601,11696,31.75,31.75,31.75,False,True,True
4602,4603,2160.0,0.77,1.027,0.15,4,45.0,0.0,1,road_original,,4602,4603,31.75,31.75,31.75,False,True,True
4602,7528,510.0,0.4,0.6,0.15,4,39.0,0.0,1,road_original,,4602,7528,31.75,31.75,31.75,False,True,True
4602,10086,1800.0,0.05,0.067,0.15,4,42.0,0.0,1,road_original,,4602,10086,31.75,31.75,31.75,False,True,True
4603,1571,100000.0,0.5,0.0,0.15,4,25.0,0.0,3,road_original,,4603,1571,31.75,31.75,31.75,False,True,True
4603,4602,2160.0,0.77,1.027,0.15,4,45.0,0.0,1,road_original,,4603,4602,31.75,31.75,31.75,False,True,True
4603,4604,2160.0,0.5,0.667,0.15,4,42.0,0.0,1,road_original,,4603,4604,31.75,31.75,31.75,False,True,True
4603,4620,770.0,0.96,1.28,0.15,4,42.0,0.0,1,road_original,,4603,4620,31.75,31.75,31.75,False,True,True
4604,4603,2160.0,0.5,0.667,0.15,4,42.0,0.0,1,road_original,,4604,4603,31.75,31.75,31.75,False,True,True
4604,4605,430.0,0.97,1.455,0.15,4,39.0,0.0,1,road_original,,4604,4605,31.75,44.45,38.1,False,True,True
4604,11822,2160.0,0.5,0.667,0.15,4,42.0,0.0,1,road_original,,4604,11822,31.75,44.45,38.1,False,True,True
4605,4604,430.0,0.97,1.455,0.15,4,39.0,0.0,1,road_original,,4605,4604,44.45,31.75,38.1,False,True,True
4605,4606,900.0,1.13,1.507,0.15,4,45.0,0.0,1,road_original,,4605,4606,44.45,31.75,38.1,False,True,True
4605,7427,900.0,0.55,0.825,0.15,4,38.0,0.0,1,road_original,,4605,7427,44.45,19.05,31.75,False,True,True
4605,9838,630.0,1.11,2.22,0.15,4,28.0,0.0,1,road_original,,4605,9838,44.45,31.75,38.1,False,True,True
4606,4605,990.0,1.13,1.507,0.15,4,45.0,0.0,1,road_original,,4606,4605,31.75,44.45,38.1,False,True,True
4606,10082,360.0,0.45,0.771,0.15,4,33.0,0.0,1,road_original,,4606,10082,31.75,44.45,38.1,False,True,True
4606,10083,360.0,0.33,0.566,0.15,4,32.0,0.0,1,road_original,,4606,10083,31.75,31.75,31.75,False,True,True
4606,11823,810.0,1.6,2.4,0.15,4,38.0,0.0,1,road_original,,4606,11823,31.75,44.45,38.1,False,True,True
4607,4484,6480.0,0.28,0.373,0.15,4,45.0,0.0,1,road_original,,4607,4484,127.0,127.0,127.0,False,True,True
4607,4579,2600.0,0.32,0.64,0.15,4,30.0,0.0,1,road_original,,4607,4579,127.0,127.0,127.0,False,True,True
4607,4590,2600.0,0.27,0.54,0.15,4,30.0,0.0,1,road_original,,4607,4590,127.0,127.0,127.0,False,True,True
4608,4609,770.0,0.83,1.107,0.15,4,42.0,0.0,1,road_original,,4608,4609,19.05,19.05,19.05,False,True,True
4608,4626,600.0,1.0,1.714,0.15,4,35.0,0.0,1,road_original,,4608,4626,19.05,19.05,19.05,False,True,True
4608,6492,430.0,0.86,1.474,0.15,4,32.0,0.0,1,road_original,,4608,6492,19.05,19.05,19.05,False,True,True
4608,10006,430.0,1.03,1.766,0.15,4,34.0,0.0,1,road_original,,4608,10006,19.05,19.05,19.05,False,True,True
4609,4608,940.0,0.83,1.107,0.15,4,42.0,0.0,1,road_original,,4609,4608,19.05,19.05,19.05,False,True,True
4609,4625,770.0,2.03,2.707,0.15,4,45.0,0.0,1,road_original,,4609,4625,19.05,19.05,19.05,False,True,True
4609,11692,770.0,0.11,0.165,0.15,4,38.0,0.0,1,road_original,,4609,11692,19.05,19.05,19.05,False,True,True
4610,4576,340.0,0.36,0.864,0.15,4,25.0,0.0,1,road_original,,4610,4576,19.05,19.05,19.05,False,True,True
4610,4611,360.0,0.37,0.888,0.15,4,25.0,0.0,1,road_original,,4610,4611,19.05,19.05,19.05,False,True,True
4610,11233,360.0,0.64,1.536,0.15,4,25.0,0.0,1,road_original,,4610,11233,19.05,19.05,19.05,False,True,True
4611,4610,810.0,0.37,0.888,0.15,4,25.0,0.0,1,road_original,,4611,4610,19.05,19.05,19.05,False,True,True
4611,10009,810.0,0.41,0.984,0.15,4,25.0,0.0,1,road_original,,4611,10009,19.05,19.05,19.05,False,True,True
4611,11204,2160.0,0.68,1.02,0.15,4,36.0,0.0,1,road_original,,4611,11204,19.05,19.05,19.05,False,True,True
4611,11810,2440.0,0.79,1.58,0.15,4,29.0,0.0,1,road_original,,4611,11810,19.05,19.05,19.05,False,True,True
4612,3687,1580.0,0.4,0.8,0.15,4,30.0,0.0,1,road_original,,4612,3687,31.75,31.75,31.75,False,True,True
4612,11198,900.0,0.65,1.3,0.15,4,29.0,0.0,1,road_original,,4612,11198,31.75,31.75,31.75,False,True,True
4612,11801,720.0,0.39,0.669,0.15,4,35.0,0.0,1,road_original,,4612,11801,31.75,19.05,25.4,False,True,True
4612,12595,1400.0,0.57,1.14,0.15,4,28.0,0.0,1,road_original,,4612,12595,31.75,19.05,25.4,False,True,True
4613,2850,1728.0,0.05,0.1,0.15,4,28.0,0.0,1,road_original,,4613,2850,127.0,127.0,127.0,False,True,True
4613,4329,1620.0,0.52,1.04,0.15,4,28.0,0.0,1,road_original,,4613,4329,127.0,127.0,127.0,False,True,True
4613,4550,2160.0,0.18,0.36,0.15,4,28.0,0.0,1,road_original,,4613,4550,127.0,127.0,127.0,False,True,True
4613,10363,2700.0,0.15,0.3,0.15,4,28.0,0.0,1,road_original,,4613,10363,127.0,127.0,127.0,False,True,True
4614,9150,1620.0,0.08,0.137,0.15,4,35.0,0.0,1,road_original,,4614,9150,31.75,31.75,31.75,False,True,True
4614,11198,860.0,0.5,1.0,0.15,4,28.0,0.0,1,road_original,,4614,11198,31.75,31.75,31.75,False,True,True
4614,12653,2520.0,0.63,1.08,0.15,4,32.0,0.0,1,road_original,,4614,12653,31.75,31.75,31.75,False,True,True
4615,11227,2520.0,0.8,1.2,0.15,4,39.0,0.0,1,road_original,,4615,11227,19.05,19.05,19.05,False,True,True
4615,11801,1440.0,0.61,0.915,0.15,4,37.0,0.0,1,road_original,,4615,11801,19.05,19.05,19.05,False,True,True
4615,11811,900.0,0.91,1.82,0.15,4,30.0,0.0,1,road_original,,4615,11811,19.05,19.05,19.05,False,True,True
4615,12595,1440.0,0.36,0.54,0.15,4,37.0,0.0,1,road_original,,4615,12595,19.05,19.05,19.05,False,True,True
4616,4590,10000.0,0.41,0.389,0.15,4,52.0,0.0,2,road_original,,4616,4590,127.0,127.0,127.0,False,True,True
4617,6405,770.0,0.52,1.248,0.15,4,25.0,0.0,1,road_original,,4617,6405,31.75,31.75,31.75,False,True,True
4617,11788,1620.0,0.6,1.2,0.15,4,29.0,0.0,1,road_original,,4617,11788,31.75,31.75,31.75,False,True,True
4617,11802,1620.0,0.34,0.68,0.15,4,29.0,0.0,1,road_original,,4617,11802,31.75,31.75,31.75,False,True,True
4618,4601,430.0,1.59,2.12,0.15,4,44.0,0.0,1,road_original,,4618,4601,19.05,31.75,25.4,False,True,True
4618,4868,770.0,1.0,1.333,0.15,4,42.0,0.0,1,road_original,,4618,4868,19.05,31.75,25.4,False,True,True
4618,11694,680.0,1.96,2.352,0.15,4,48.0,0.0,1,road_original,,4618,11694,19.05,31.75,25.4,False,True,True
4619,1570,100000.0,0.52,0.0,0.15,4,25.0,0.0,3,road_original,,4619,1570,19.05,19.05,19.05,False,True,True
4619,2965,770.0,1.01,1.347,0.15,4,42.0,0.0,1,road_original,,4619,2965,19.05,19.05,19.05,False,True,True
4619,4620,770.0,0.99,1.32,0.15,4,42.0,0.0,1,road_original,,4619,4620,19.05,31.75,25.4,False,True,True
4619,7528,510.0,0.71,1.065,0.15,4,38.0,0.0,1,road_original,,4619,7528,19.05,31.75,25.4,False,True,True
4620,4603,430.0,0.96,1.28,0.15,4,42.0,0.0,1,road_original,,4620,4603,31.75,31.75,31.75,False,True,True
4620,4619,770.0,0.99,1.32,0.15,4,42.0,0.0,1,road_original,,4620,4619,31.75,19.05,25.4,False,True,True
4620,4623,770.0,1.0,1.333,0.15,4,42.0,0.0,1,road_original,,4620,4623,31.75,19.05,25.4,False,True,True
4621,2965,770.0,1.0,1.333,0.15,4,42.0,0.0,1,road_original,,4621,2965,31.75,19.05,25.4,False,True,True
4621,4629,430.0,1.13,1.695,0.15,4,39.0,0.0,1,road_original,,4621,4629,31.75,19.05,25.4,False,True,True
4621,7528,1030.0,2.0,2.4,0.15,4,48.0,0.0,1,road_original,,4621,7528,31.75,31.75,31.75,False,True,True
4622,4867,1080.0,1.25,1.667,0.15,4,45.0,0.0,1,road_original,,4622,4867,31.75,31.75,31.75,False,True,True
4622,12884,1600.0,0.47,0.705,0.15,4,40.0,0.0,1,road_original,,4622,12884,31.75,19.05,25.4,False,True,True
4623,2965,770.0,1.01,1.347,0.15,4,42.0,0.0,1,road_original,,4623,2965,19.05,19.05,19.05,False,True,True
4623,4620,770.0,1.0,1.333,0.15,4,42.0,0.0,1,road_original,,4623,4620,19.05,31.75,25.4,False,True,True
4623,4624,770.0,1.0,1.333,0.15,4,42.0,0.0,1,road_original,,4623,4624,19.05,31.75,25.4,False,True,True
4623,4631,430.0,0.5,0.75,0.15,4,37.0,0.0,1,road_original,,4623,4631,19.05,19.05,19.05,False,True,True
4624,2893,510.0,0.61,0.915,0.15,4,39.0,0.0,1,road_original,,4624,2893,31.75,19.05,25.4,False,True,True
4624,4623,770.0,1.0,1.333,0.15,4,42.0,0.0,1,road_original,,4624,4623,31.75,19.05,25.4,False,True,True
4624,4631,440.0,1.16,1.547,0.15,4,45.0,0.0,1,road_original,,4624,4631,31.75,19.05,25.4,False,True,True
4624,4634,770.0,1.0,1.333,0.15,4,42.0,0.0,1,road_original,,4624,4634,31.75,19.05,25.4,False,True,True
4624,11822,430.0,2.1,2.8,0.15,4,45.0,0.0,1,road_original,,4624,11822,31.75,44.45,38.1,False,True,True
4625,4609,770.0,2.03,2.707,0.15,4,45.0,0.0,1,road_original,,4625,4609,19.05,19.05,19.05,False,True,True
4625,4637,770.0,1.04,1.387,0.15,4,42.0,0.0,1,road_original,,4625,4637,19.05,19.05,19.05,False,True,True
4625,9831,1080.0,0.56,0.747,0.15,4,45.0,0.0,1,road_original,,4625,9831,19.05,19.05,19.05,False,True,True
4625,11745,810.0,1.13,1.507,0.15,4,45.0,0.0,1,road_original,,4625,11745,19.05,19.05,19.05,False,True,True
4626,2559,860.0,1.19,1.587,0.15,4,43.0,0.0,1,road_original,,4626,2559,19.05,19.05,19.05,False,True,True
4626,4608,430.0,1.0,1.714,0.15,4,35.0,0.0,1,road_original,,4626,4608,19.05,19.05,19.05,False,True,True
4626,4638,770.0,1.0,1.5,0.15,4,39.0,0.0,1,road_original,,4626,4638,19.05,19.05,19.05,False,True,True
4626,9831,1080.0,0.54,0.72,0.15,4,45.0,0.0,1,road_original,,4626,9831,19.05,19.05,19.05,False,True,True
4627,2559,860.0,0.29,0.435,0.15,4,37.0,0.0,1,road_original,,4627,2559,19.05,19.05,19.05,False,True,True
4627,2843,1620.0,0.14,0.21,0.15,4,38.0,0.0,1,road_original,,4627,2843,19.05,19.05,19.05,False,True,True
4627,4640,1980.0,0.99,1.32,0.15,4,45.0,0.0,1,road_original,,4627,4640,19.05,19.05,19.05,False,True,True
4627,11233,2520.0,0.51,0.765,0.15,4,39.0,0.0,1,road_original,,4627,11233,19.05,19.05,19.05,False,True,True
4628,3005,2160.0,1.37,1.827,0.15,4,44.0,0.0,1,road_original,,4628,3005,19.05,19.05,19.05,False,True,True
4628,9152,2400.0,0.23,0.552,0.15,4,25.0,0.0,1,road_original,,4628,9152,19.05,19.05,19.05,False,True,True
4628,10125,770.0,0.5,0.857,0.15,4,35.0,0.0,1,road_original,,4628,10125,19.05,19.05,19.05,False,True,True
4628,11230,1360.0,0.87,1.16,0.15,4,42.0,0.0,1,road_original,,4628,11230,19.05,19.05,19.05,False,True,True
4629,4621,510.0,1.13,1.695,0.15,4,39.0,0.0,1,road_original,,4629,4621,19.05,31.75,25.4,False,True,True
4629,4643,340.0,0.88,1.509,0.15,4,35.0,0.0,1,road_original,,4629,4643,19.05,19.05,19.05,False,True,True
4629,4865,1030.0,1.87,2.244,0.15,4,46.0,0.0,1,road_original,,4629,4865,19.05,44.45,31.75,False,True,True
4629,11747,430.0,1.05,1.26,0.15,4,47.0,0.0,1,road_original,,4629,11747,19.05,31.75,25.4,False,True,True
