node,x,y,zipcode,level2,dcfc,rainfall_class_in,rainfall_estimate_in,rainfall_estimate_mm,node_type,charging_group,retain_in_flood_network,flood_affected_node
1343,504075.0,1848980.0,60505,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1344,512475.0,1850180.0,60505,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1345,514375.0,1850180.0,60505,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1346,488775.0,1844280.0,60538,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1347,496775.0,1844480.0,60538,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1348,498875.0,1843980.0,60538,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1349,503975.0,1843580.0,60538,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1350,513275.0,1845180.0,60503,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1351,515075.0,1842180.0,60503,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1352,473175.0,1988180.0,60136,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1353,489075.0,1985580.0,60136,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1354,477475.0,1970280.0,60136,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1355,489475.0,1980380.0,60136,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1356,460575.0,1962880.0,60140,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1357,478875.0,1966780.0,60124,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1358,464675.0,1941780.0,60124,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1359,473775.0,1949880.0,60124,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1360,460975.0,1923980.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1361,479975.0,1924080.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1362,460775.0,1915580.0,60119,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1363,480775.0,1920080.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1364,462175.0,1899480.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1365,479375.0,1899780.0,60134,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1366,463475.0,1884880.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1367,481475.0,1886880.0,60542,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1368,468575.0,1864180.0,60554,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1369,481175.0,1862280.0,60506,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1370,470075.0,1853180.0,60554,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1371,484475.0,1852080.0,60506,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1373,452075.0,1988180.0,60140,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1375,452075.0,1981580.0,60140,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1430,499675.0,2011980.0,60156,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1431,512975.0,2011980.0,60102,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1432,520675.0,2009680.0,60021,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1433,531575.0,2014480.0,60021,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1434,501075.0,2006680.0,60156,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1435,512275.0,2002980.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1436,520775.0,2004180.0,60102,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1437,528475.0,2004180.0,60021,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1457,474375.0,2004080.0,60142,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1458,486475.0,2006780.0,60156,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1491,716175.0,1738480.0,60417,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1492,716475.0,1727480.0,60417,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1495,691675.0,1746880.0,60475,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1496,702075.0,1745680.0,60475,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1497,707275.0,1745880.0,60417,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1498,684275.0,1734780.0,60484,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1499,698875.0,1735080.0,60417,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1500,707475.0,1737880.0,60417,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1501,687375.0,1718880.0,60401,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1502,693375.0,1726980.0,60417,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1503,708475.0,1721980.0,60417,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1508,655375.0,1744880.0,60471,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1509,664975.0,1744980.0,60471,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1510,675475.0,1748380.0,60466,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1511,655475.0,1734280.0,60449,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1512,668575.0,1731880.0,60484,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1513,677475.0,1738280.0,60484,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1514,658175.0,1723880.0,60449,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1515,666075.0,1723980.0,60449,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1516,676675.0,1724080.0,60484,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1521,621575.0,1771780.0,60448,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1522,632275.0,1776480.0,60487,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1523,642875.0,1776780.0,60487,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1524,621875.0,1761980.0,60448,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1525,632675.0,1763180.0,60423,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1526,640975.0,1763580.0,60423,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1527,619475.0,1754880.0,60423,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1528,632975.0,1759280.0,60423,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1529,643675.0,1756780.0,60423,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1530,628575.0,1744380.0,60423,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1531,634075.0,1733880.0,60423,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1532,623675.0,1728380.0,60442,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1533,639475.0,1728780.0,60449,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1538,587876.0,1809311.0,60439,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1539,598275.0,1807380.0,60491,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1540,610175.0,1807780.0,60491,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1541,589375.0,1793880.0,60441,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1542,597275.0,1794180.0,60491,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1543,611775.0,1797180.0,60467,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1544,589575.0,1785880.0,60432,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1545,600175.0,1786280.0,60491,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1546,609675.0,1787380.0,60491,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1547,590075.0,1771080.0,60432,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1548,600675.0,1771480.0,60451,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1549,613975.0,1773180.0,60448,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1550,590275.0,1764880.0,60433,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1551,600775.0,1765080.0,60451,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1552,611375.0,1764580.0,60451,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1553,590475.0,1754280.0,60433,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1554,601075.0,1754480.0,60451,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1555,611675.0,1754780.0,60451,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1556,592675.0,1735780.0,60442,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1557,612275.0,1739080.0,60442,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1558,594975.0,1733280.0,60442,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1559,607675.0,1722780.0,60442,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1564,554675.0,1841580.0,60565,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1565,566875.0,1836180.0,60440,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1566,572375.0,1837380.0,60440,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1567,556875.0,1827080.0,60490,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1568,567375.0,1830080.0,60440,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1569,577475.0,1827780.0,60440,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1570,551396.0,1816271.0,60490,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1571,557007.0,1821408.0,60490,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1572,569275.0,1816980.0,60446,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1573,578575.0,1817280.0,60440,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1574,556832.0,1811134.0,60446,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1575,557120.0,1816132.0,60446,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1576,557475.0,1805780.0,60446,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1577,569275.0,1811680.0,60446,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1578,578675.0,1806480.0,60441,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1579,557775.0,1795180.0,60403,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1580,565675.0,1795580.0,60403,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1581,575675.0,1793180.0,60441,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1582,558075.0,1784580.0,60403,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1583,567475.0,1784980.0,60403,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1584,579375.0,1782780.0,60432,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1585,557075.0,1774080.0,60435,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1586,558275.0,1779380.0,60435,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1587,566175.0,1774380.0,60435,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1588,571475.0,1777180.0,60432,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1589,575275.0,1777480.0,60432,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1590,579475.0,1780080.0,60432,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1591,557275.0,1768780.0,60435,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1592,559875.0,1768880.0,60435,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1593,567475.0,1772380.0,60435,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1594,571475.0,1770780.0,60432,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1595,575675.0,1771880.0,60432,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1596,581275.0,1771580.0,60432,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1597,552975.0,1765980.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1598,562675.0,1765480.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1599,566475.0,1767280.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1600,571075.0,1766780.0,60433,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1601,574175.0,1768180.0,60432,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1602,579575.0,1768780.0,60432,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1603,557475.0,1763280.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1604,560175.0,1761480.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1605,564075.0,1759180.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1606,571875.0,1761480.0,60433,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1607,574575.0,1759580.0,60433,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1608,579775.0,1761780.0,60433,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1609,558975.0,1753180.0,60436,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1610,564275.0,1753380.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1611,569575.0,1753580.0,60433,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1612,581575.0,1756680.0,60433,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1613,558975.0,1747880.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1614,564375.0,1748180.0,60436,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1615,561975.0,1737380.0,60421,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1616,575275.0,1735180.0,60421,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1617,560975.0,1725580.0,60421,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1618,570375.0,1721880.0,60421,0,0,0.25-0.5,0.375,9.525,road_node,,True,True
1627,527075.0,1834780.0,60503,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1628,545675.0,1831280.0,60490,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1629,525575.0,1820780.0,60585,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1630,542175.0,1815880.0,60490,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1631,530575.0,1804980.0,60544,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1632,536075.0,1801480.0,60544,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1633,528775.0,1784080.0,60586,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1634,541975.0,1792680.0,60544,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1635,531875.0,1768280.0,60404,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1636,536975.0,1773580.0,60431,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1637,547675.0,1768480.0,60435,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1638,521975.0,1762780.0,60404,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1639,537075.0,1768280.0,60431,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1640,545075.0,1765780.0,60431,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1641,532175.0,1757680.0,60404,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1642,537975.0,1747880.0,60410,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1643,545475.0,1756480.0,60436,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1644,528775.0,1734880.0,60410,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1645,546175.0,1731580.0,60410,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1647,548075.0,1721180.0,60410,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1656,724916.0,1823620.0,46394,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1657,727879.0,1826931.0,46394,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1658,738068.0,1819215.0,46312,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1659,723375.0,1814957.0,46327,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1660,733310.0,1815793.0,46312,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1661,741205.0,1815887.0,46312,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1662,725582.0,1804859.0,46320,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1663,733196.0,1805584.0,46320,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1664,738423.0,1808432.0,46312,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1665,751475.0,1806980.0,46406,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1669,721975.0,1798280.0,46324,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1670,727975.0,1796380.0,46324,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1671,738575.0,1796580.0,46323,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1672,751875.0,1796480.0,46406,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1675,722075.0,1789980.0,46324,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1676,728175.0,1783480.0,46321,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1677,736157.0,1782206.0,46322,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1678,743484.0,1789208.0,46323,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1679,751975.0,1788680.0,46406,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1684,725243.0,1776552.0,46321,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1685,726045.0,1776218.0,46321,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1686,738775.0,1775280.0,46322,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1687,752075.0,1775280.0,46319,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1692,723175.0,1764580.0,46321,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1693,736275.0,1764580.0,46375,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1694,738875.0,1764580.0,46375,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1695,750675.0,1764580.0,46319,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1698,723375.0,1753980.0,46311,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1699,732608.0,1756018.0,46311,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1700,737775.0,1757780.0,46375,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1701,755108.0,1752664.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1705,731375.0,1743380.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1706,742075.0,1740380.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1707,752675.0,1743880.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1709,747575.0,1732980.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1717,469475.0,1814580.0,60560,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1718,498358.0,1828852.0,60543,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1719,513301.0,1830939.0,60503,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1720,488105.0,1822854.0,60543,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1721,506876.0,1822806.0,60543,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1723,468875.0,1804080.0,60560,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1724,504975.0,1799580.0,60543,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1726,472775.0,1753580.0,60541,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1727,502175.0,1764980.0,60447,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1729,475775.0,1724480.0,60450,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1730,501475.0,1730480.0,60447,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1782,377800.0,1904100.0,60115,0,0,,,,road_node,,True,False
1791,693767.0,1797760.0,60473,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1792,514000.0,1864100.0,60502,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1793,695800.0,1805800.0,60419,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1794,507400.0,1860100.0,60505,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1795,698600.0,1803200.0,60419,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1796,701100.0,1805900.0,60419,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1797,701100.0,1803200.0,60419,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1798,698600.0,1797900.0,60473,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1799,506700.0,1862000.0,60505,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1800,509800.0,1860400.0,60505,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1801,704200.0,1803200.0,60419,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1802,705400.0,1805800.0,60419,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1803,706400.0,1805500.0,60419,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1804,706100.0,1806600.0,60419,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1805,705200.0,1799000.0,60473,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1806,705000.0,1797200.0,60473,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1807,708300.0,1798000.0,60409,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1808,711900.0,1798100.0,60409,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1809,711800.0,1802100.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1810,514100.0,1861500.0,60505,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1811,711800.0,1803300.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1812,711800.0,1806000.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1813,717100.0,1806000.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1814,719700.0,1806200.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1815,517200.0,1861500.0,60502,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1816,717200.0,1803300.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1817,719800.0,1803400.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1818,722100.0,1804700.0,46320,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1819,721800.0,1803500.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1820,717200.0,1799500.0,60409,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1821,517100.0,1864200.0,60502,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1822,506400.0,1853900.0,60505,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1823,511500.0,1852800.0,60505,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1824,514100.0,1857700.0,60505,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1825,721900.0,1796200.0,46324,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1826,725500.0,1796200.0,46324,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1827,621000.0,1792000.0,60467,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1828,514100.0,1855500.0,60505,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1829,617200.0,1784000.0,60448,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1830,631900.0,1784400.0,60487,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1831,631600.0,1792400.0,60487,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1832,516100.0,1857700.0,60505,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1833,642600.0,1782100.0,60487,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1834,650300.0,1782200.0,60477,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1835,516800.0,1856300.0,60505,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1836,506200.0,1853500.0,60505,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1837,652900.0,1787600.0,60477,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
1838,514200.0,1853700.0,60505,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1839,511500.0,1852100.0,60505,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1840,658000.0,1793000.0,60452,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1841,663400.0,1793200.0,60452,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1842,674400.0,1892000.0,60608,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
1843,676300.0,1892000.0,60608,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
1844,519400.0,1850200.0,60504,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1845,503800.0,1840100.0,60538,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1846,512600.0,1839000.0,60503,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1847,674900.0,1781800.0,60429,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1848,514200.0,1840300.0,60503,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1849,515600.0,1841400.0,60503,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1850,513800.0,1845100.0,60503,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1851,519400.0,1846900.0,60504,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
1852,682700.0,1792400.0,60429,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1853,521500.0,1846800.0,60504,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1854,682700.0,1789800.0,60429,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1855,683000.0,1786500.0,60430,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1856,678500.0,1781900.0,60430,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1857,681700.0,1781900.0,60430,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1858,682800.0,1781800.0,60430,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1859,682900.0,1783400.0,60430,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1861,484900.0,2021000.0,60156,0,0,,,,road_node,,True,False
1862,685500.0,1783400.0,60430,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1863,685400.0,1785800.0,60430,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1864,684000.0,1789800.0,60429,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1865,685700.0,1789900.0,60429,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1866,486400.0,2017100.0,60156,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1867,685300.0,1792500.0,60426,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1868,491600.0,2017100.0,60156,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
1870,690700.0,1790600.0,60476,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1871,690600.0,1792500.0,60426,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1872,694600.0,1793800.0,60473,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1873,696000.0,1793900.0,60473,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1874,695300.0,1792600.0,60473,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
1875,491500.0,2023900.0,60014,0,0,,,,road_node,,True,False
1876,697000.0,1787400.0,60476,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
1878,690800.0,1781900.0,60430,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
