rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,charging_entries_period,average_wait_min_per_charging_session,average_service_min_per_charging_session,average_station_delay_min_per_charging_session,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
427,focus_8d1d0b7bd5,BIHMH gen 19 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3785,233638.24017376496,9958.35017376497,223679.88999999998,5935064.755911082,5908292.863473032,0.010804830665539472,26771.88163321934,361.73468596750024,2.9869490222207288e-05,74.00971671161398,74.0097465811042,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48227542446465305,0.0,0,0
428,focus_8d1d0b7bd5,BIHMH gen 18 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3788,233638.24017376496,9958.35017376497,223679.88999999998,5935269.4513430735,5908347.523926958,0.010493439403507122,26921.916922675056,361.7346859674999,2.9008662455029005e-05,74.42448282411563,74.42451183277808,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822725795733936,0.0,0,0
429,focus_a3f0e91a6e,BIHMH gen 84 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3828,233349.25141026755,10119.791410267513,223229.46000000002,5935376.347653697,5907413.270971714,0.00882286643457526,27963.067859117382,367.90773871750014,2.3981192853760393e-05,76.00565282098881,76.00567680218167,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073577548953749,0.0,0,0
430,focus_a3f0e91a6e,BIHMH gen 85 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3829,233349.25141026755,10119.791410267513,223229.46000000002,5935377.452261734,5907387.0471747555,0.009180811098427059,27990.395906166777,367.9077387174999,2.4954112491437964e-05,76.07993244104975,76.07995739516224,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073546562960143,0.0,0,0
431,focus_23174d24c4,BIHMH gen 33 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3767,233607.067038055,10213.647038054987,223393.41999999998,5935410.4148057345,5909447.621059437,0.0005130929704772956,25962.79323320487,344.1990728425,1.4906866722214522e-06,75.42958503285983,75.4295865235465,0.0,233661.03112735,10267.61112735,10169.60233274563,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5008480329243854,0.0,0,0
432,focus_a3f0e91a6e,BIHMH gen 85 focus / mip_intensify,44999348.32,651.679999999702,3,C4;C5;C7,3828,233349.25141026755,10119.791410267513,223229.46000000002,5935644.175983014,5907666.34787799,0.008767187699767654,27977.81933783546,367.9077387175002,2.382985400179251e-05,76.04574841334981,76.04577224320381,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073570493763848,0.0,0,0
433,focus_a3f0e91a6e,BIHMH gen 83 focus / remove_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3828,233349.25141026755,10119.791410267513,223229.46000000002,5935665.09381313,5907679.408435574,0.008750248447966708,27985.676627307046,367.9077387174999,2.3783811883026566e-05,76.06710509777021,76.0671288815821,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073579131302296,0.0,0,0
434,focus_8d1d0b7bd5,BIHMH gen 19 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3785,233638.24017376496,9958.35017376497,223679.88999999998,5935761.682246043,5908986.8055210225,0.010691145566734723,26774.866033875798,361.73468596750007,2.9555212650233008e-05,74.01796695902526,74.01799651423791,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48227294155231876,0.0,0,0
435,focus_8d1d0b7bd5,BIHMH gen 13 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3782,233638.24017376496,9958.35017376497,223679.88999999998,5936389.781011464,5909609.943706963,0.010834947512928593,26779.826469553245,361.73468596750047,2.9952746953058417e-05,74.03167987036565,74.0317098231126,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822725485114837,0.0,0,0
436,focus_a3f0e91a6e,BIHMH gen 82 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3836,233349.25141026755,10119.791410267513,223229.46000000002,5936399.791886411,5908426.692576925,0.008446923993311144,27973.090862560683,367.90773871750025,2.2959353947694902e-05,76.0328960735451,76.03291903289904,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073580273728118,0.0,0,0
437,focus_8d1d0b7bd5,BIHMH gen 19 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3782,233638.24017376496,9958.35017376497,223679.88999999998,5936410.242907931,5909482.774194997,0.010778070114909407,26927.457934864226,361.73468596749984,2.979551182956717e-05,74.43980071428243,74.43983050979426,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822756046506973,0.0,0,0
438,focus_a3f0e91a6e,BIHMH gen 86 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3827,233349.25141026755,10119.791410267513,223229.46000000002,5936420.874629383,5908464.258493669,0.008734045265863083,27956.607401668087,367.9077387175001,2.3739770455248744e-05,75.98809282762795,75.98811656739841,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073564335241117,0.0,0,0
439,focus_8d1d0b7bd5,BIHMH gen 18 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3797,233638.24017376496,9958.35017376497,223679.88999999998,5936427.401777282,5909508.29825199,0.01084564735131716,26919.092679645164,361.73468596749984,2.998232619664123e-05,74.41667532558301,74.41670530790921,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822715830657904,0.0,0,0
440,focus_a3f0e91a6e,BIHMH gen 87 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3832,233349.25141026755,10119.791410267513,223229.46000000002,5936685.458953605,5908737.45995218,0.008432453086454956,27947.990568971396,367.9077387175,2.2920020970066796e-05,75.96467164946323,75.9646945694842,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073584364129854,0.0,0,0
441,focus_23174d24c4,BIHMH gen 39 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3789,233607.067038055,10213.647038054987,223393.41999999998,5936747.324940154,5910787.038869229,0.0005118717349142268,25960.285559053926,344.19907284249996,1.4871386220974838e-06,75.42229949856065,75.42230098569927,0.0,233661.03112735,10267.61112735,10169.60233274563,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5008460155925187,0.0,0,0
442,focus_8d1d0b7bd5,BIHMH gen 18 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3787,233638.24017376496,9958.35017376497,223679.88999999998,5936802.000339348,5909850.513674398,0.010958570242524498,26951.475706379842,361.7346859675001,3.0294496678455283e-05,74.50619681188462,74.5062271063813,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48227530357957504,0.0,0,0
443,focus_a3f0e91a6e,BIHMH gen 80 focus / remove_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3830,233349.25141026755,10119.791410267513,223229.46000000002,5936824.636556416,5908861.58095318,0.008436983229451724,27963.047166252214,367.90773871750014,2.2932334228310714e-05,76.00559657627583,76.00561950861007,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073566164193114,0.0,0,0
444,focus_8d1d0b7bd5,BIHMH gen 18 focus / add_fix,44999348.32,651.679999999702,3,C4;C5;C7,3782,233638.24017376496,9958.35017376497,223679.88999999998,5937411.033907699,5910455.415112944,0.010809491269442539,26955.607985263297,361.7346859674996,2.988237426148768e-05,74.51762031934408,74.51765020171834,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48227487735044006,0.0,0,0
445,focus_8d1d0b7bd5,BIHMH gen 19 focus / mip_intensify,44999348.32,651.679999999702,3,C4;C5;C7,3790,233638.24017376496,9958.35017376497,223679.88999999998,5937634.525305189,5910676.807683108,0.010812126844279084,26957.70680995347,361.73468596750007,2.9889660194904548e-05,74.52342243003889,74.52345231969909,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48227289547021174,0.0,0,0
446,focus_8d1d0b7bd5,BIHMH gen 10 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3754,233638.24017376496,9958.35017376497,223679.88999999998,5937920.691499524,5910996.953305538,0.010967933482528126,26923.727226052066,361.73468596749996,3.032038095322034e-05,74.42948733003455,74.4295176504155,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48227184476414015,0.0,0,0
447,focus_23174d24c4,BIHMH gen 38 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3787,233607.067038055,10213.647038054987,223393.41999999998,5938123.2064550845,5912154.751411222,0.000511702112036259,25968.454532160085,344.1990728425,1.4866458175220179e-06,75.44603277895183,75.44603426559765,0.0,233661.03112735,10267.61112735,10169.60233274563,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5008383349950747,0.0,0,0
448,focus_a3f0e91a6e,BIHMH gen 83 focus / remove_fix,44999348.32,651.679999999702,3,C4;C5;C7,3827,233349.25141026755,10119.791410267513,223229.46000000002,5938606.642181419,5910633.909996232,0.008451345663261615,27972.723733841394,367.90773871750014,2.297137236830733e-05,76.0318981909766,76.03192116234898,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.507357611348407,0.0,0,0
449,focus_8d1d0b7bd5,BIHMH gen 10 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3758,233638.24017376496,9958.35017376497,223679.88999999998,5939587.230361464,5912667.676326228,0.010882064980776093,26919.543153171267,361.7346859675002,3.0083001168856075e-05,74.41792064029447,74.41795072329563,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822734397118072,0.0,0,0
450,focus_8d1d0b7bd5,BIHMH gen 10 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3758,233638.24017376496,9958.35017376497,223679.88999999998,5941234.532477417,5914456.459077304,0.011299283925493262,26778.06210082868,361.73468596750007,3.123638501868312e-05,74.02680234882023,74.02683358520524,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822768664686473,0.0,0,0
451,focus_8d1d0b7bd5,BIHMH gen 11 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3719,233638.24017376496,9958.35017376497,223679.88999999998,5941791.068105815,5914868.714865401,0.011124772558312198,26922.342115640837,361.73468596749984,3.075395584075038e-05,74.42565825180415,74.42568900575999,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822705460058901,0.0,0,0
452,focus_8d1d0b7bd5,BIHMH gen 10 focus / add_fix,44999348.32,651.679999999702,3,C4;C5;C7,3714,233638.24017376496,9958.35017376497,223679.88999999998,5942303.151139221,5915386.425649351,0.011330953052568298,26916.71415891691,361.73468596750035,3.1323932960043305e-05,74.41010000720587,74.41013133113883,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48226552352794927,0.0,0,0
453,focus_8d1d0b7bd5,BIHMH gen 10 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3715,233638.24017376496,9958.35017376497,223679.88999999998,5943278.059641743,5916536.502931984,0.011318112519145294,26741.545391646454,361.73468596750024,3.1288435856997584e-05,73.92585347496653,73.9258847634024,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822654299827666,0.0,0,0
454,focus_8d1d0b7bd5,BIHMH gen 11 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3692,233638.24017376496,9958.35017376497,223679.88999999998,5943567.152836613,5916648.009770086,0.011338106685413763,26919.131728420703,361.7346859675001,3.134370887073967e-05,74.41678327424547,74.41681461795434,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4822637073494789,0.0,0,0
455,focus_8d1d0b7bd5,BIHMH gen 18 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3783,233638.24017376496,9958.35017376497,223679.88999999998,5943577.754328688,5916821.470347032,0.010945891136756923,26756.27303576507,361.73468596750007,3.0259445835228398e-05,73.96656741446402,73.96659767390986,0.0,233687.31750724997,10007.42750725,9911.902277972124,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48227327571127415,0.0,0,0
456,focus_a3f0e91a6e,BIHMH gen 89 focus / mip_intensify,44999348.32,651.679999999702,3,C4;C5;C7,3848,233349.25141026755,10119.791410267513,223229.46000000002,5945343.859881892,5917438.2892562775,0.009844705819170333,27905.560780909058,367.9077387175004,2.675862664234316e-05,75.84934439864138,75.84937115726802,0.0,233408.19793395002,10178.73793395,10081.577472463212,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5073494487169871,0.0,0,0
457,focus_c054119278,BIHMH gen 28 focus / mip_intensify,44999810.32,189.67999999970198,2,C5;C7,3980,237435.4239490825,10173.23394908251,227262.19,5945527.463396681,5920976.98559956,0.03873085732175778,24550.439066264073,337.1968052750001,0.00011486128194533432,72.8074485944255,72.80756345570744,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.6279553620380476,0.0,0,0
458,focus_cd27da2ae2,BIHMH gen 52 focus / station_prune_fix,44999590.08,409.92000000178814,2,C5;C7,3963,235538.00900142745,10249.909001427464,225288.09999999998,5953595.041250004,5928403.978867099,0.18884091754892873,25190.873541988323,346.1289242175004,0.0005455797084160032,72.77887451601383,72.77942009572224,0.0,235597.82323877997,10309.72323878,10211.31246583536,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.6610218436577977,0.0,0,0
459,focus_c054119278,BIHMH gen 25 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3849,237432.44125502752,10170.25125502751,227262.19,5957932.159857457,5932681.763135789,0.002271053213891233,25250.394450614003,334.21411121999995,6.795204444244093e-06,75.55155094571296,75.5515577409174,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5072780549488338,0.0,0,0
460,focus_c054119278,BIHMH gen 27 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3853,237432.44125502752,10170.25125502751,227262.19,5958821.919687203,5933560.686821471,0.002706678403481917,25261.23015905391,334.2141112200003,8.098635912174919e-06,75.58397240272544,75.58398050136135,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5109460491110872,0.0,0,0
461,focus_c054119278,BIHMH gen 20 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3848,237432.44125502752,10170.25125502751,227262.19,5960050.499509024,5934796.638014231,0.002398283965582182,25253.85909650974,334.21411121999995,7.175890798948003e-06,75.56191749152723,75.56192466741803,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5084784289765085,0.0,0,0
462,focus_c054119278,BIHMH gen 26 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3848,237432.44125502752,10170.25125502751,227262.19,5961326.663971017,5936074.675922006,0.002334500116281487,25251.985714510738,334.21411122000006,6.9850435332001195e-06,75.5563121566951,75.55631914173863,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5079057466121721,0.0,0,0
463,focus_c054119278,BIHMH gen 28 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3847,237432.44125502752,10170.25125502751,227262.19,5961966.877906981,5936713.492921328,0.0023799378495198468,25253.38260571447,334.2141112199999,7.120997497179968e-06,75.56049178633026,75.56049890732776,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.508275381934752,0.0,0,0
464,focus_c054119278,BIHMH gen 23 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3846,237432.44125502752,10170.25125502751,227262.19,5963740.961588287,5938491.01774347,0.0022511297226365497,25249.94159368695,334.2141112200003,6.7355914878014165e-06,75.55019595526858,75.55020269086006,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.50694287779814,0.0,0,0
465,focus_cd27da2ae2,BIHMH gen 57 focus / station_prune_fix,44999810.32,189.67999999970198,2,C5;C7,3968,235538.00900142745,10249.909001427464,225288.09999999998,5964420.996243552,5939478.668458371,0.0287662389670534,24942.299018942205,346.12892421749984,8.310845166172048e-05,72.06071863346794,72.0608017419196,0.0,235597.82323877997,10309.72323878,10211.31246583536,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.6191871804255074,0.0,0,0
466,focus_c054119278,BIHMH gen 29 focus / station_prune_fix,44999878.88,121.11999999731779,2,C4;C7,3853,237435.4239490825,10173.23394908251,227262.19,5965515.580907988,5938051.909951094,0.019797881115685225,27463.651159013338,316.35482248000017,6.25812527859816e-05,86.81281019747875,86.81287277873155,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.6137374830592535,0.0,0,0
467,focus_c054119278,BIHMH gen 23 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3850,237432.44125502752,10170.25125502751,227262.19,5966461.476070087,5941216.079819355,0.0020852018445874894,25245.394165530473,334.21411122000006,6.239119697776264e-06,75.53658962326824,75.53659586238794,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5054222108507407,0.0,0,0
468,focus_c054119278,BIHMH gen 29 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3845,237432.44125502752,10170.25125502751,227262.19,5966722.202308686,5941469.611101717,0.002359045094062436,25252.58884792475,334.21411121999984,7.05848441123891e-06,75.55811678849783,75.55812384698224,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5080866444918308,0.0,0,0
469,focus_c054119278,BIHMH gen 24 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3857,237432.44125502752,10170.25125502751,227262.19,5967036.864772261,5941780.709450934,0.002489460140692528,25256.152831867577,334.21411122000023,7.4486984753729105e-06,75.5687805630757,75.56878801177417,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5091528520260469,0.0,0,0
470,focus_c054119278,BIHMH gen 23 focus / station_prune_fix,44999545.44,454.5600000023842,2,C4;C5,3855,237432.44125502752,10170.25125502751,227262.19,5967777.024291717,5942529.670013067,0.002157393746540283,25247.35212125612,334.2141112199999,6.455124646487939e-06,75.54244801063109,75.54245446575574,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5061443006365391,0.0,0,0
471,focus_c054119278,BIHMH gen 28 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3851,237432.44125502752,10170.25125502751,227262.19,5968471.489498939,5943204.272879656,0.002979317227735011,25267.213639965707,334.2141112199999,8.914396872290783e-06,75.60187553940025,75.60188445379713,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5130231798274538,0.0,0,0
472,focus_1392cdb628,BIHMH gen 9 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3853,235530.74102641494,9801.571026414964,225729.16999999998,5968739.031045476,5943779.61868869,0.0007510311142617785,24959.411605755333,329.53017195000007,2.2790966600039684e-06,75.74241672031916,75.74241899941582,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5100326580874518,0.0,0,0
473,focus_c054119278,BIHMH gen 20 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3844,237432.44125502752,10170.25125502751,227262.19,5968877.863011899,5943629.722013947,0.0021957652020675148,25248.138802187794,334.21411121999995,6.56993564410609e-06,75.54480183383981,75.54480840377546,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5065772254966249,0.0,0,0
474,focus_c054119278,BIHMH gen 28 focus / station_prune_fix,44999545.44,454.5600000023842,2,C4;C5,3846,237432.44125502752,10170.25125502751,227262.19,5969328.789932895,5944077.783085479,0.002290071689793089,25251.00455734426,334.2141112199999,6.852109509779572e-06,75.55337644233258,75.55338329444209,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5074572059305406,0.0,0,0
475,focus_c054119278,BIHMH gen 21 focus / station_prune_fix,44999545.44,454.5600000023842,2,C4;C5,3868,237432.44125502752,10170.25125502751,227262.19,5969456.4263908565,5944202.239883421,0.0024077881496842924,25254.184099647395,334.21411122000046,7.204328210125565e-06,75.56288993142938,75.5628971357576,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5083384808072053,0.0,0,0
476,focus_c054119278,BIHMH gen 27 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3847,237432.44125502752,10170.25125502751,227262.19,5970914.159548525,5945663.345853666,0.002289271861511155,25250.811405586668,334.2141112200002,6.849716348464461e-06,75.55279851413886,75.5528053638552,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5074870492340604,0.0,0,0
477,focus_1392cdb628,BIHMH gen 9 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3861,235530.74102641494,9801.571026414964,225729.16999999998,5973038.568897933,5948087.505783968,0.0006554780866296655,24951.06245848727,329.53017195000007,1.9891291979452545e-06,75.71708020190977,75.71708219103897,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5100325851384842,0.0,0,0
478,focus_c054119278,BIHMH gen 27 focus / swap_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3792,237435.4239490825,10173.23394908251,227262.19,5976146.734833823,5950565.403641959,0.0001619077349363149,25581.33102995633,337.1968052750001,4.801579742259759e-07,75.86468978878236,75.86469026894034,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.482544764526107,0.0,0,0
479,focus_c054119278,BIHMH gen 20 focus / mip_intensify,44999568.56,431.4399999976158,3,C4;C5;C7,3770,237435.4239490825,10173.23394908251,227262.19,5976154.176531902,5950576.9140018765,0.00016687237195117067,25577.26236315302,337.1968052749998,4.948812365380462e-07,75.85262364005365,75.85262413493489,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48253478561748,0.0,0,0
480,focus_cd27da2ae2,BIHMH gen 51 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3847,235534.50574636995,10246.405746369965,225288.09999999998,5976523.180936507,5950613.788302997,0.0018275048010262921,25909.39080600507,342.6256691600003,5.3338233691208894e-06,75.62011004466169,75.62011537848505,0.0,235597.82323877997,10309.72323878,10211.31246583536,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5347872041524515,0.0,0,0
481,focus_cd27da2ae2,BIHMH gen 54 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3849,235534.50574636995,10246.405746369965,225288.09999999998,5976981.741938282,5951076.397326248,0.0018246494907739688,25905.34278738493,342.62566916000003,5.325489754598306e-06,75.60829534721054,75.6083006727003,0.0,235597.82323877997,10309.72323878,10211.31246583536,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5347503009945523,0.0,0,0
482,focus_c054119278,BIHMH gen 25 focus / mip_intensify,44999568.56,431.4399999976158,3,C4;C5;C7,3812,237435.4239490825,10173.23394908251,227262.19,5977068.523191919,5951448.874388516,0.00017275667198832928,25619.648630645937,337.196805275,5.123318764762259e-07,75.97832550564024,75.97832601797212,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825354936298568,0.0,0,0
483,focus_1392cdb628,BIHMH gen 8 focus / station_prune_fix,44999765.68,234.32000000029802,2,C4;C5,3826,235530.74102641494,9801.571026414964,225729.16999999998,5977256.565132835,5952300.144351982,0.0007139681877696844,24956.420066885163,329.53017195000007,2.166624632715014e-06,75.7333385261967,75.73334069282134,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5100316314334937,0.0,0,0
484,focus_cd27da2ae2,BIHMH gen 51 focus / station_prune_fix,44999985.92,14.07999999821186,2,C4;C5,3836,235534.50574636995,10246.405746369965,225288.09999999998,5977636.110233249,5951740.244759087,0.0014536591561180702,25895.86402050244,342.62566916000026,4.24270358867723e-06,75.58063026623238,75.58063450893596,0.0,235597.82323877997,10309.72323878,10211.31246583536,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.5347860923791409,0.0,0,0
485,focus_c054119278,BIHMH gen 28 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3749,237435.4239490825,10173.23394908251,227262.19,5978115.717550814,5952545.376261573,0.00016354794183568358,25570.341125693136,337.1968052749999,4.850222163353609e-07,75.83209783034366,75.83209831536587,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48253407140183935,0.0,0,0
486,focus_c054119278,BIHMH gen 27 focus / remove_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3783,237435.4239490825,10173.23394908251,227262.19,5978255.875950314,5952671.617289256,0.00015894274903393923,25584.258502115405,337.196805275,4.713649315399471e-07,75.87337157969284,75.87337205105777,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825436847722615,0.0,0,0
487,focus_c054119278,BIHMH gen 26 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3794,237435.4239490825,10173.23394908251,227262.19,5978551.935912018,5952970.060894903,0.00016302409141875451,25581.874854090278,337.196805275,4.834686713173354e-07,75.86630256839784,75.86630305186651,0.0,237483.9130086,10221.723008600002,10124.152235960972,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453452539003,0.0,0,0
