roads,road_count,cost_usd,total_impact,continuity_score,boundary_end_count,source
6266->6263;6263->8652;8652->6261,3,30833.6,6227.901931885003,0.3231748187372219,0,two-sided corridor completion
10895->10889;10889->10623;10623->10629,3,78845.92,15923.334654487913,0.32312813963209086,0,downstream corridor extension
10614->2085;2085->10613;10613->10166,3,54619.520000000004,11022.647961573539,0.3228925618262054,0,downstream corridor extension
7041->10606;10606->7044;7044->2825,3,45149.2,9100.086131274638,0.32248938652377945,0,downstream corridor extension
6377->6374;6374->8828;8828->8357,3,49554.0,9985.759336019477,0.32242028771907744,0,downstream corridor extension
9635->10590;10590->6884;6884->6718,3,31053.840000000004,6249.56556398983,0.32199898313328484,0,two-sided corridor completion
4431->8371;8371->7455;7455->10608,3,44488.479999999996,8947.163431844765,0.32177906484895924,0,two-sided corridor completion
5921->5904;5904->5902;5902->10573,3,23125.2,4650.077532162756,0.3217323115674853,0,downstream corridor extension
6706->10588;10588->6702;6702->6698,3,42946.799999999996,8625.013635721549,0.32132829028366444,0,two-sided corridor completion
10594->12135;12135->6802;6802->11952,3,27530.0,5525.709818342226,0.3211455034270818,0,downstream corridor extension
6563->6556;6556->7581;7581->10883,3,41845.6,8360.289686115135,0.3196623658827742,0,upstream corridor extension
7555->10166;10166->10613;10613->6550,3,49994.48,9987.761804211801,0.3196436663955477,0,two-sided corridor completion
6675->10587;10587->6673;6673->6672,3,37881.28,7565.024410162701,0.3195256088564147,0,two-sided corridor completion
10776->10777;10777->12099;12099->7003,3,45809.92,9141.963504880017,0.3193007455111912,0,downstream corridor extension
7470->2040;2040->7167;7167->12569,3,24226.4,4824.894151736617,0.3186536440733492,0,upstream corridor extension
5507->5518;5518->5528;5528->5794,3,35018.16,6970.619852641404,0.31849165587872824,0,two-sided corridor completion
7587->7589;7589->7586;7586->10621,3,49113.52,9751.140812171167,0.31766864397978134,0,downstream corridor extension
10587->6675;6675->6672;6672->6673,3,37440.8,7424.069571713565,0.31726115133067945,0,two-sided corridor completion
9625->10630;10630->10625;10625->8366,3,51095.68,10123.128234540143,0.3169936318542826,0,two-sided corridor completion
10593->6950;6950->10599;10599->7037,3,38982.479999999996,7706.25320553749,0.31629606758882417,0,downstream corridor extension
10912->4532;4532->10906;10906->10907,3,46470.64,9175.822401295743,0.315926697847785,0,downstream corridor extension
10623->7670;7670->2086;2086->10629,3,66512.48,13059.531834951727,0.3141553425150102,0,downstream corridor extension
12587->10882;10882->12589;12589->12594,3,26428.8,5187.714343784962,0.3140643143107496,0,upstream corridor extension
10906->10907;10907->10641;10641->10635,3,65191.03999999999,12795.429159189353,0.31404141818726883,0,downstream corridor extension
10621->7586;7586->7587;7587->7589,3,47351.6,9284.104527863272,0.31370782074061354,0,upstream corridor extension
7586->7587;7587->7589;7589->7560,3,51095.68,10017.478616969289,0.3136853406618889,0,upstream corridor extension
12487->7112;7112->7073;7073->8872,3,37881.28,7407.555402466759,0.3128745555574367,0,downstream corridor extension
7587->7589;7589->7590;7590->7560,3,47571.84,9286.679093397934,0.31234206096372763,0,upstream corridor extension
10643->7778;7778->10648;10648->10647,3,56161.200000000004,10951.132464140945,0.3119914094183442,0,upstream corridor extension
8375->10602;10602->6999;6999->7048,3,33696.72,6563.875451013122,0.31166833809406363,0,two-sided corridor completion
6779->10593;10593->6950;6950->10599,3,39863.44,7755.870510926612,0.3112975904107267,0,two-sided corridor completion
6884->10590;10590->9635;9635->8381,3,33256.24,6458.991691415167,0.31075030449215757,0,downstream corridor extension
6386->6379;6379->2425;2425->6375,3,24226.4,4700.3714264825785,0.31042970818496046,0,two-sided corridor completion
10570->5866;5866->10569;10569->5862,3,34577.68,6701.966119488981,0.3101175611314111,0,downstream corridor extension
10595->6866;6866->6838;6838->6831,3,28631.2,5538.103365657414,0.30948634304716055,0,downstream corridor extension
8358->5167;5167->10343;10343->6374,3,44048.0,8512.788691910408,0.3092186230261681,0,upstream corridor extension
4402->8351;8351->8352;8352->4403,3,33036.0,6383.232060033672,0.3091527816943297,0,downstream corridor extension
8091->8087;8087->8085;8085->8081,3,41625.36,8030.952850555678,0.30869461695680434,0,downstream corridor extension
2157->12774;12774->10892;10892->10898,3,44048.0,8459.007276731394,0.3072650663542098,0,two-sided corridor completion
8322->8324;8324->2050;2050->6708,3,34357.439999999995,6595.246417269284,0.30713563838373453,0,downstream corridor extension
9116->10776;10776->10777;10777->12099,3,48893.28,9364.789359417375,0.30645649003437286,0,two-sided corridor completion
7451->4433;4433->10606;10606->7041,3,40303.92,7712.086841661133,0.30615729057267416,0,upstream corridor extension
10570->5870;5870->10571;10571->8406,3,44488.479999999996,8498.148913332054,0.30563054213880286,0,downstream corridor extension
12336->5015;5015->10548;10548->5254,3,32375.28,6173.938940624085,0.30511866785394715,0,downstream corridor extension
7474->7463;7463->7462;7462->7461,3,28851.44,5498.288973380249,0.3049158848712023,0,two-sided corridor completion
10626->7585;7585->8366;8366->10624,3,66512.48,12666.395397263188,0.30469819552091737,0,upstream corridor extension
10909->12660;12660->10910;10910->12642,3,65411.28,12438.260153613839,0.3042474668861723,0,downstream corridor extension
10620->10619;10619->10618;10618->10624,3,50655.2,9631.654846161695,0.3042263726894517,0,two-sided corridor completion
8096->8092;8092->8091;8091->8087,3,46911.12,8912.684026755262,0.30398537580872975,0,upstream corridor extension
7040->7042;7042->7043;7043->10601,3,33696.72,6402.0136841202175,0.30398275839880995,0,upstream corridor extension
7586->10621;10621->7965;7965->7905,3,27309.76,5182.594752898133,0.303633265346785,0,downstream corridor extension
10912->10913;10913->10907;10907->10906,3,66732.72,12659.585576070464,0.30352931697842894,0,downstream corridor extension
6950->10593;10593->6779;6779->10859,3,40524.16,7675.212680472721,0.30303750376951316,0,two-sided corridor completion
10827->12400,1,1761.92,2668.808602800985,0.3029432213495488,0,downstream boundary-facing singleton
6237->6071;6071->10342;10342->6238,3,32595.52,6152.080756717812,0.3019841134839542,0,downstream corridor extension
10602->6999;6999->7048;7048->7046,3,34357.44,6483.785049989601,0.30194496679564486,0,downstream corridor extension
8381->8382;8382->6707;6707->10589,3,35678.88,6722.028263546979,0.30144570742341603,0,upstream corridor extension
12743->12661;12661->12660;12660->10909,3,87655.52,16513.901844761636,0.30143273294846257,0,downstream corridor extension
12594->12593,1,7047.68,10612.627042185635,0.3011665411081557,0,downstream boundary-facing singleton
8100->8097;8097->8096;8096->8092,3,39643.2,7457.688078563035,0.30099237512866917,0,upstream corridor extension
10614->8371;8371->4431;4431->8696,3,66512.48,12496.11999855016,0.3006021125310658,0,downstream corridor extension
10567->8772;8772->5798;5798->5803,3,22024.0,4137.404869771546,0.30057427313995977,0,downstream corridor extension
7047->2846;2846->7052;7052->7456,3,45369.44,8521.610260063782,0.3005233570461097,0,upstream corridor extension
10909->2229;2229->10903;10903->10897,3,47792.08,8929.82701593494,0.29895587774158194,0,downstream corridor extension
10623->6563;6563->6556;6556->7581,3,36780.08,6872.035606388688,0.29894597755692487,0,upstream corridor extension
6865->8380;8380->6882;6882->6885,3,33696.72,6288.876063166839,0.2986107164456049,0,downstream corridor extension
6236->6237;6237->6071;6071->10342,3,40744.4,7603.399883436648,0.29857943210597376,0,downstream corridor extension
7473->2050;2050->6708;6708->8327,3,44048.0,8218.31783960659,0.2985222607921028,0,two-sided corridor completion
10898->10892;10892->12774;12774->2157,3,44048.0,8185.18421742901,0.2973187147631315,0,two-sided corridor completion
7043->7042;7042->7040;7040->10122,3,40083.68,7446.531561659797,0.2972394375630101,0,downstream corridor extension
12360->10285;10285->10819;10819->10818,3,46911.12,8714.122054949672,0.2972130123501523,0,upstream corridor extension
5816->10334;10334->5614;5614->8760,3,29071.68,5395.918318225745,0.29697180586609345,0,downstream corridor extension
8406->10571;10571->5870;5870->10570,3,44268.24,8197.060246241486,0.2962687559746306,0,upstream corridor extension
10906->10907;10907->10913;10913->10647,3,66732.72,12336.25965295522,0.29577717564529593,0,upstream corridor extension
10342->6071;6071->6237;6237->6236,3,40744.4,7525.814031731754,0.2955326977638843,0,downstream corridor extension
7956->5530;5530->5243;5243->10553,3,30833.6,5692.789111521085,0.2954070422666745,0,two-sided corridor completion
4304->4053;4053->6624;6624->6479,3,27970.48,5151.854491722473,0.2947023857565532,0,upstream corridor extension
7587->7589;7589->7560;7560->7590,3,51536.16,9477.254630407215,0.29423238767986487,0,two-sided corridor completion
1909->1910;1910->10898;10898->10892,3,30833.6,5659.985043338966,0.29370479182911974,0,upstream corridor extension
10558->5499;5499->10557;10557->4439,3,29071.68,5335.017678627005,0.2936200551809599,0,two-sided corridor completion
9011->9010;9010->10342;10342->6071,3,40964.64,7492.696025317366,0.2926502866986695,0,upstream corridor extension
7562->7564;7564->10622;10622->7592,3,29071.68,5311.945591779056,0.29235025106380125,0,upstream corridor extension
7554->7555;7555->10166;10166->10613,3,54399.28,9939.178490581544,0.292332648243331,0,upstream corridor extension
10605->10120;10120->7036;7036->10871,3,32815.76,5993.081174713881,0.29220502220708006,0,upstream corridor extension
10628->7592;7592->10622;10622->7564,3,39863.44,7274.106811796613,0.2919610274194746,0,upstream corridor extension
6707->8382;8382->8381;8381->10589,3,35238.399999999994,6415.005652138988,0.2912734131919265,0,upstream corridor extension
12220->12331;12331->8476;8476->12332,3,34797.92,6329.837810808586,0.29104442154283183,0,upstream corridor extension
6386->10347;10347->6385;6385->6438,3,30172.88,5476.856089159532,0.2904253668411915,0,downstream corridor extension
4406->10580;10580->4408;4408->8819,3,32815.76,5955.6826648338165,0.29038158079331716,0,upstream corridor extension
5742->12368;12368->4529;4529->12407,3,57042.16,10331.155619470632,0.2897830129706345,0,upstream corridor extension
7592->10622;10622->7564;7564->7562,3,37661.04,6812.999420831353,0.2894449827548619,0,two-sided corridor completion
7586->10620;10620->10619;10619->10618,3,55720.72,10078.653502309327,0.28940483187753,0,upstream corridor extension
10883->7581;7581->6556;6556->6563,3,54399.28,9836.540636967542,0.28931384788820863,0,downstream corridor extension
8109->8103;8103->8100;8100->8097,3,36339.600000000006,6570.443740876994,0.2892907457815493,0,downstream corridor extension
7778->10648;10648->10647;10647->10641,3,74441.12,13454.301335011598,0.2891799872975925,0,two-sided corridor completion
6376->7138;7138->8751;8751->6215,3,21143.04,3814.797893625812,0.2886849114319085,0,downstream corridor extension
5997->5818;5818->5816;5816->10334,3,33036.0,5959.815128411693,0.2886458471200723,0,upstream corridor extension
10818->10819;10819->10285;10285->12360,3,46911.12,8461.94478880504,0.2886119892700934,0,two-sided corridor completion
8818->6434;6434->6763;6763->4051,3,33916.96,6110.661482616396,0.28826458421350953,0,two-sided corridor completion
12642->10910;10910->12660;12660->12661,3,75101.84,13524.295673009101,0.2881270695473581,0,upstream corridor extension
10588->6702;6702->6698;6698->6675,3,43387.28,7804.758834414342,0.28781740028558944,0,downstream corridor extension
3900->9116;9116->10776;10776->10777,3,45589.68,8187.21965660471,0.2873358937936729,0,upstream corridor extension
8399->8402;8402->6163;6163->6142,3,44708.72,8024.284339739494,0.28716668568420634,0,upstream corridor extension
7546->10611;10611->7450;7450->10612,3,36780.08,6598.526419122194,0.2870478332454826,0,downstream corridor extension
10613->10166;10166->7555;7555->7554,3,65191.04,11648.701958406646,0.28589700568437987,0,downstream corridor extension
10618->6550;6550->10613;10613->2085,3,46250.4,8233.629052296816,0.28483659565484637,0,upstream corridor extension
10590->6884;6884->6718;6718->4425,3,36119.36,6418.68979725512,0.2843323822904999,0,downstream corridor extension
10834->10835;10835->6130;6130->4434,3,72238.72,12829.363760921122,0.2841548413021963,0,upstream corridor extension
10444->12903;12903->10445;10445->5164,3,31053.840000000004,5514.061218819643,0.284103284814742,0,upstream corridor extension
10910->12660;12660->12661;12661->12743,3,73780.4,13099.038771460138,0.284065443320126,0,two-sided corridor completion
6773->6779;6779->10593;10593->6950,3,34137.2,6055.642547573005,0.2838260922429727,0,upstream corridor extension
10892->10898;10898->1910;1910->1909,3,30833.6,5467.673203401715,0.28372545292936097,0,downstream corridor extension
6718->6884;6884->10590;10590->9635,3,39422.96,6990.247654623475,0.2837025998909661,0,two-sided corridor completion
10815->8512;8512->8511;8511->10809,3,38762.240000000005,6865.126021384753,0.2833737584364475,0,downstream corridor extension
7586->10620;10620->10619;10619->5161,3,46030.159999999996,8143.90479054445,0.28308065113984227,0,upstream corridor extension
7047->2846;2846->7052;7052->10608,3,44928.96000000001,7944.132188569666,0.2829046455050699,0,two-sided corridor completion
2569->10883;10883->7581;7581->6556,3,50655.2,8943.128969422361,0.2824785283855513,0,two-sided corridor completion
10877->10876;10876->12587;12587->2128,3,40083.68,7073.3038465406225,0.28234149545313697,0,two-sided corridor completion
6887->10596;10596->8377;8377->10595,3,33256.24,5863.045958137139,0.2820785973705814,0,upstream corridor extension
10894->2157;2157->12774;12774->10892,3,47351.6,8342.411010760454,0.2818882068867098,0,upstream corridor extension
10625->10630;10630->10624;10624->8366,3,71798.24,12594.653000425411,0.2806676709718881,0,upstream corridor extension
4434->10575;10575->6260;6260->8649,3,53958.8,9441.942586997951,0.2799748722950978,0,downstream corridor extension
10913->10647;10647->10641;10641->10907,3,66952.95999999999,11699.853514155202,0.2795957881869349,0,downstream corridor extension
6704->6702;6702->10588;10588->6706,3,43387.28,7559.687464419561,0.27877986227925095,0,two-sided corridor completion
6702->10588;10588->6706;6706->10589,3,42946.799999999996,7472.75960140027,0.27840061104064645,0,downstream corridor extension
2050->6708;6708->8327;8327->10366,3,44268.24,7700.6942670295975,0.2783284546041893,0,downstream corridor extension
2085->10614;10614->8371;8371->4431,3,66072.0,11484.11323090182,0.27809936386734035,0,two-sided corridor completion
10827->12400;12400->12406;12406->10834,3,29512.160000000003,5128.396030480643,0.27803568592637845,0,downstream corridor extension
6256->4458;4458->8531;8531->10841,3,31714.559999999998,5507.827547651502,0.27786997758261206,0,upstream corridor extension
10630->10625;10625->8366;8366->10624,3,84792.4,14718.233584379064,0.2777274111241869,0,downstream corridor extension
10166->7555;7555->10164;10164->10165,3,43607.520000000004,7542.595981203605,0.27674478094433635,0,upstream corridor extension
12491->7473;7473->2050;2050->6708,3,40083.68,6930.539339025712,0.2766428367465547,0,upstream corridor extension
10629->2086;2086->7670;7670->10623,3,66512.48,11487.690361541408,0.2763436963779768,0,upstream corridor extension
8352->4403;4403->4402;4402->8351,3,26869.28,4638.976268008141,0.2762397067883109,0,upstream corridor extension
5747->4438;4438->4439;4439->8522,3,33256.24,5735.529044905663,0.2759435965054697,0,upstream corridor extension
8990->8992;8992->9005;9005->10344,3,29952.64,5156.7977991511425,0.27546408191871663,0,upstream corridor extension
4449->4454;4454->12453;12453->10845,3,23565.68,4051.3013419689487,0.27506450682307143,0,upstream corridor extension
8366->10624;10624->9624;9624->10629,3,81268.56,13920.480300612706,0.2740637767050423,0,downstream corridor extension
12550->10869;10869->10863;10863->12508,3,44268.240000000005,7579.251436366021,0.27393911070748767,0,upstream corridor extension
12152->2698;2698->11080;11080->2753,3,21143.04,3601.5318529728215,0.27254599928659806,0,two-sided corridor completion
10888->2569;2569->10883;10883->7581,3,29952.64,5084.168461448653,0.2715843925048959,0,upstream corridor extension
10892->10893;10893->10894;10894->12594,3,51095.67999999999,8655.262278435395,0.2710291681311734,0,upstream corridor extension
10593->6779;6779->10859;10859->12522,3,29732.4,5019.748387651716,0.2701294688704156,0,downstream corridor extension
7562->10616;10616->8324;8324->8322,3,29291.92,4942.9231391673775,0.2699951735040859,0,downstream corridor extension
12149->12152;12152->2698;2698->11080,3,20041.84,3378.698116378579,0.26973157086403876,0,upstream corridor extension
4434->6130;6130->10835;10835->10834,3,47571.840000000004,8015.153041348313,0.2695763894387373,0,downstream corridor extension
7961->8768;8768->10560;10560->8726,3,32375.28,5438.460735220023,0.26877102457035235,0,two-sided corridor completion
4432->5507;5507->5518;5518->5528,3,31934.8,5357.496611575754,0.26842173987378054,0,upstream corridor extension
10546->5116;5116->5163;5163->5152,3,29291.92,4911.417108323555,0.26827423307580006,0,upstream corridor extension
4452->12452;12452->10850;10850->12502,3,24446.64,4096.530261389098,0.26811244482769647,0,two-sided corridor completion
7052->2846;2846->7047;7047->2825,3,46470.64,7778.971398425076,0.2678326409423266,0,upstream corridor extension
4438->4439;4439->8522;8522->5742,3,29071.68,4862.424147890177,0.26761021848838057,0,two-sided corridor completion
12384->6913;6913->10350;10350->6750,3,27970.48,4677.081516563523,0.26754386862512325,0,upstream corridor extension
8696->4431;4431->8371;8371->10614,3,66512.48,11099.67414083684,0.2670097194592495,0,upstream corridor extension
10847->4459;4459->12462;12462->12460,3,30613.36,5108.681339567381,0.2670040186150037,0,upstream corridor extension
7638->10383;10383->10378;10378->7565,3,44048.0,7348.9988720794045,0.26694510977404307,0,upstream corridor extension
12581->8972;8972->10868;10868->12548,3,48673.04,8117.261044901242,0.2668339119940317,0,upstream corridor extension
10636->10630;10630->10625;10625->8366,3,62548.16,10429.951113006717,0.2668011621894352,0,downstream corridor extension
5866->10570;10570->5870;5870->10571,3,44488.479999999996,7417.07649345973,0.2667504574113472,0,two-sided corridor completion
2089->2090;2090->10637;10637->9223,3,47131.36,7774.779536501887,0.26393567379347893,0,upstream corridor extension
8361->10643;10643->7778;7778->10648,3,57482.64000000001,9478.32678523754,0.26382439735509816,0,upstream corridor extension
5794->5528;5528->5518;5518->5507,3,35018.16,5772.225149028524,0.26373630820253374,0,downstream corridor extension
7585->8366;8366->10624;10624->9624,3,80167.36,13164.630557771197,0.2627429528979614,0,two-sided corridor completion
12774->10892;10892->10893;10893->10894,3,53518.32,8786.591452216948,0.26268661504223445,0,upstream corridor extension
10166->7555;7555->7554;7554->7547,3,55060.0,9000.350285826871,0.2615430522579549,0,downstream corridor extension
4439->8522;8522->5742;5742->12368,3,39863.44,6514.68464058762,0.26148007861188577,0,downstream corridor extension
7581->10883;10883->2568;2568->12590,3,27530.0,4478.356548638896,0.26027499011341204,0,downstream corridor extension
7632->7631;7631->10627;10627->7587,3,46250.4,7523.265676473191,0.2602620751897736,0,upstream corridor extension
6706->6704;6704->6702;6702->10588,3,42506.31999999999,6899.123316117962,0.25969308342356484,0,upstream corridor extension
6266->6145;6145->10577;10577->6272,3,37661.04,6108.085699900245,0.25949727144657697,0,two-sided corridor completion
8648->4434,1,6827.44,8847.525963566171,0.2591755024889614,0,upstream boundary-facing singleton
12879->2584;2584->10441;10441->10304,3,42286.08,6844.550947514562,0.25898076899119754,0,upstream corridor extension
8103->8100;8100->8097;8097->8096,3,31714.559999999998,5123.385652068363,0.25847487851981493,0,upstream corridor extension
10612->7451;7451->4433;4433->10606,3,37661.04,6076.394392541441,0.2581508908959048,0,upstream corridor extension
12218->12319;12319->12317;12317->12318,3,29291.92,4719.562971616984,0.2577946667404245,0,two-sided corridor completion
9033->10843;10843->12146;12146->12149,3,44268.240000000005,5695.935510606078,0.2573373375858664,1,two-sided corridor completion
7581->6556;6556->6563;6563->10623,3,49333.759999999995,7928.98558406899,0.25715406517789,0,downstream corridor extension
12086->6954;6954->6955;6955->10600,3,27970.48,4478.81684106533,0.25620250155537294,0,upstream corridor extension
12573->2032;2032->7470;7470->2040,3,30613.36,4896.2519717795785,0.2559014480882636,0,downstream corridor extension
10869->10863;10863->12508;12508->10858,3,43607.520000000004,6947.975889072042,0.254927623091505,0,two-sided corridor completion
10383->10378;10378->7565;7565->10374,3,45369.44,7205.243448901001,0.2541003265246739,0,two-sided corridor completion
4972->10539;10539->12323;12323->12322,3,52857.6,8392.646417520209,0.25404547819107065,0,downstream corridor extension
8652->6263;6263->10576;10576->8649,3,54399.28,8632.332106712356,0.2538954811670259,0,two-sided corridor completion
2040->7167;7167->12569;12569->8319,3,28410.96,4483.5566792886475,0.25249729987518327,0,two-sided corridor completion
2087->10635;10635->10641;10641->10907,3,61006.479999999996,9617.461488188232,0.25223449019024163,0,upstream corridor extension
2846->7052;7052->7456;7456->7905,3,59905.28,9431.781049990444,0.25191184616756174,0,upstream corridor extension
4458->8531;8531->10841;10841->12455,3,47131.36,7392.43116057191,0.2509558361336286,0,two-sided corridor completion
2086->9626;9626->9625;9625->10630,3,44268.24,6904.265181810178,0.24954288426411997,0,downstream corridor extension
7564->7562;7562->10616;10616->8324,3,31494.32,4908.828922881072,0.24938231009939937,0,two-sided corridor completion
7555->7554;7554->7547;7547->12591,3,40964.64,6374.393157963685,0.24897152892694518,0,downstream corridor extension
10907->10641;10641->10647;10647->10648,3,66732.72,10379.178982961814,0.24885373131409755,0,upstream corridor extension
10876->12587;12587->2128;2128->9210,3,40524.16,6262.89104354205,0.24727534561277223,0,downstream corridor extension
10572->8406;8406->10571;10571->5870,3,44048.0,6800.755885722608,0.24703072596159129,0,upstream corridor extension
7566->7474;7474->7463;7463->7462,3,37661.04,5785.156027167115,0.2457778554035519,0,upstream corridor extension
7112->7073;7073->8872;8872->10604,3,33256.24,5098.913764059589,0.24531522572892617,0,downstream corridor extension
10843->12146;12146->12149;12149->12152,3,29732.4,4556.951754576364,0.24522483241588913,0,downstream corridor extension
10892->12774;12774->2157;2157->10894,3,47351.6,7253.814530504217,0.24510477468146266,0,downstream corridor extension
10547->5128;5128->5154;5154->10553,3,47131.36,7215.27531499495,0.2449418074078898,0,upstream corridor extension
7591->7590;7590->7560;7560->7589,3,50214.72,7682.5892033557,0.2447916213685772,0,upstream corridor extension
10907->10641;10641->10647;10647->10913,3,66952.95999999999,10226.05312591665,0.2443758274685188,0,upstream corridor extension
8531->10841;10841->12455;12455->12460,3,59464.8,9059.27450939033,0.24375494771738118,0,downstream corridor extension
5344->10332;10332->5617;5617->8760,3,33256.24,5063.843972450131,0.24362797345461218,0,upstream corridor extension
12452->10850;10850->12502;12502->12504,3,25327.6,3843.689174046278,0.24281426895852923,0,downstream corridor extension
6258->6257;6257->6672;6672->6675,3,35238.4,5330.5018180569705,0.24203150281769756,0,downstream corridor extension
10599->7037;7037->7035;7035->10865,3,45149.200000000004,6826.410853942505,0.2419147485737955,0,upstream corridor extension
4446->10877;10877->10876;10876->12587,3,41184.880000000005,6224.96828674518,0.24183509236380651,0,upstream corridor extension
10588->6806;6806->6835;6835->6865,3,40964.64,6190.995130085535,0.24180835491626085,0,two-sided corridor completion
10599->6944;6944->6940;6940->12524,3,39202.72,5924.208982231456,0.24178767115063265,0,upstream corridor extension
7561->7560;7560->7589;7589->7590,3,44048.0,6647.576336297076,0.24146663045031153,0,upstream corridor extension
7047->2825;2825->7044;7044->10606,3,46250.4,6976.188493335777,0.2413363255093414,0,downstream corridor extension
5540->7956;7956->5530;5530->5243,3,37000.32,5579.689705981804,0.2412817924161436,0,upstream corridor extension
8756->10347,1,1321.44,1590.369304244459,0.24070246159408815,0,upstream boundary-facing singleton
10625->10630;10630->10636;10636->8364,3,89637.68000000001,13435.256643181458,0.23981444666004667,0,upstream corridor extension
4425->6718;6718->6884;6884->10590,3,47131.36,7057.327677272976,0.23957985264241818,0,upstream corridor extension
10619->5161;5161->5159;5159->10614,3,31494.32,4701.4925026954625,0.23884903704263946,0,downstream corridor extension
6374->10343;10343->5167;5167->8358,3,44048.0,6557.575882612665,0.23819745305530932,0,downstream corridor extension
8097->8096;8096->8092;8092->8091,3,56821.92,8456.697574369156,0.23812493697838177,0,two-sided corridor completion
8092->8091;8091->8087;8087->8085,3,54179.04000000001,8056.137833458628,0.2379115712189401,0,two-sided corridor completion
10624->8366;8366->10625;10625->10630,3,84792.4,12532.67113264396,0.23648668763038125,0,upstream corridor extension
10566->8408;8408->10565;10565->5792,3,45809.92,6725.010285116521,0.23488398268729643,0,downstream corridor extension
10811->5083;5083->8483;8483->10545,3,65851.76,9663.107423779355,0.23478448986096906,0,upstream corridor extension
10561->8771;8771->5797;5797->8769,3,38542.0,5648.477543928993,0.23448612086260157,0,upstream corridor extension
7042->7040;7040->10122;10122->10121,3,32155.04,4709.260020138663,0.23432768338095245,0,downstream corridor extension
6142->6163;6163->8402;8402->8399,3,44708.72,6505.9216688478455,0.23282873386123676,0,downstream corridor extension
12324->12323;12323->10539;10539->4972,3,43827.76,6377.560689956701,0.23282269283054213,0,upstream corridor extension
2435->10840;10840->12402;12402->12454,3,42506.32,6179.6725486971645,0.23261190519234468,0,upstream corridor extension
6434->6763;6763->4051;4051->6438,3,40524.159999999996,5889.979940229978,0.23255183831985576,0,downstream corridor extension
8114->8109;8109->8103;8103->8100,3,36339.600000000006,5281.177227878117,0.2325254973804056,0,two-sided corridor completion
10987->11050;11050->11056;11056->11049,3,62327.92,9049.293437803828,0.23230150309020622,0,two-sided corridor completion
12241->10987;10987->11050;11050->11056,3,60566.0,8776.706958895127,0.2318583220657168,0,upstream corridor extension
8361->10643;10643->10644;10644->2091,3,63869.600000000006,9194.14816404874,0.23032298718761327,0,downstream corridor extension
8364->10636;10636->10630;10630->10625,3,88976.96,12789.378650563895,0.22998095058431117,0,downstream corridor extension
12453->10845;10845->10844;10844->10849,3,48673.04,6985.299059319873,0.22962359644911837,0,downstream corridor extension
10608->7052;7052->2846;2846->7047,3,44928.96000000001,6416.928720383063,0.22851821970980188,0,upstream corridor extension
7472->12573;12573->2032;2032->7470,3,33036.0,4717.130994621553,0.22846015230035374,0,two-sided corridor completion
10907->10641;10641->10635;10635->2087,3,61006.479999999996,8707.354226504873,0.2283653599159925,0,downstream corridor extension
10284->12358;12358->2446;2446->12360,3,41625.36,5935.017858223815,0.2281308455508398,0,upstream corridor extension
6702->10588;10588->6806;6806->6835,3,50875.44,7250.833574190205,0.2280340714243322,0,upstream corridor extension
2825->7047;7047->2846;2846->7052,3,58583.840000000004,8342.691746794713,0.22784963899381708,0,upstream corridor extension
6263->10576;10576->8649;8649->6260,3,66292.23999999999,9438.222571147204,0.2277967393142173,0,downstream corridor extension
10554->7961;7961->8768;8768->10560,3,41845.6,5938.367209716105,0.22705822202443673,0,upstream corridor extension
10120->7036;7036->10871;10871->10865,3,36339.6,5143.487620642042,0.22646314744871346,0,two-sided corridor completion
4454->12453;12453->10845;10845->10844,3,38321.76,5417.861659070369,0.22620512874441545,0,two-sided corridor completion
12382->8278;8278->12038;12038->12039,3,53077.84,7497.826512473153,0.2260175323629795,0,downstream corridor extension
5128->5154;5154->10553;10553->8641,3,46911.12,6623.953852500033,0.22592353719118308,0,two-sided corridor completion
8371->7455;7455->10608;10608->7045,3,44488.479999999996,6278.150026053087,0.22578968851453093,0,downstream corridor extension
4431->8371;8371->10614;10614->2085,3,77084.0,10860.360339776076,0.2254239082512807,0,two-sided corridor completion
5154->10553;10553->8641;8641->8642,3,50875.44,7161.485138952243,0.22522412036777642,0,downstream corridor extension
10332->5617;5617->8760;8760->5614,3,34357.44,4833.0159733587025,0.22506989919429166,0,two-sided corridor completion
10587->6673;6673->6672;6672->6675,3,41845.6,5879.890959542592,0.22482233580754363,0,downstream corridor extension
2846->7047;7047->2825;2825->7044,3,58804.08,8258.30233650349,0.2247001184000427,0,two-sided corridor completion
4458->8531;8531->10841;10841->12404,3,49994.479999999996,7008.4369095110305,0.22429474324400714,0,upstream corridor extension
6783->6773;6773->6779;6779->10593,3,30172.879999999997,4204.978175480192,0.22298054016614613,0,upstream corridor extension
10849->10844;10844->10843;10843->12146,3,58804.08,8162.013893098382,0.22208020649175042,0,downstream corridor extension
10907->10913;10913->10647;10647->10641,3,67613.68,9379.837608618627,0.22196307276559724,0,two-sided corridor completion
8771->5797;5797->8769;8769->5795,3,36339.6,4988.59422010562,0.21964332992572821,0,two-sided corridor completion
5083->8483;8483->10545;10545->8484,3,61667.2,8446.833007901441,0.21915917720672107,0,two-sided corridor completion
6940->12524;12524->12517;12517->10864,3,55720.72,7618.719772780212,0.21876873874652625,0,upstream corridor extension
7462->10374;10374->7565;7565->10378,3,37000.32,5055.04177974073,0.2185945107389657,0,upstream corridor extension
10606->7044;7044->2825;2825->7047,3,58363.6,7944.710694690094,0.2177990581716027,0,two-sided corridor completion
